anonID,importId,goal,goal_number,goal_type,optimal_moves,move_id,move,move_utility
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,1,"(81, 86)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,2,"(82, 66)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,3,"(100, 67)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,4,"(99, 68)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,5,"(101, 48)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,6,"(88, 49)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,7,"(106, 50)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,8,"(71, 30)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,9,"(89, 31)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,10,"(107, 32)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,11,"(80, 12)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,12,"(98, 13)",1
wXNqZsaQc2,70176,fill nocolor C1,6,fill,14,13,"(58, 14)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,0,"(80, 39)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,1,"(74, 40)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,2,"(92, 21)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,3,"(82, 22)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,4,"(84, 3)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,5,"(101, 4)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,6,"(102, 77)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,7,"(103, 59)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,8,"(72, 55)",1
wXNqZsaQc2,70176,move blue A2,7,move,10,9,"(90, 41)",1
wXNqZsaQc2,70176,move red A,8,move,6,0,"(63, 64)",1
wXNqZsaQc2,70176,move red A,8,move,6,1,"(81, 77)",1
wXNqZsaQc2,70176,move red A,8,move,6,2,"(99, 59)",1
wXNqZsaQc2,70176,move red A,8,move,6,3,"(88, 41)",1
wXNqZsaQc2,70176,move red A,8,move,6,4,"(106, 23)",1
wXNqZsaQc2,70176,move red A,8,move,6,5,"(71, 5)",1
wXNqZsaQc2,70176,uncover blue all,9,uncover,5,0,"(57, 77)",1
wXNqZsaQc2,70176,uncover blue all,9,uncover,5,1,"(75, 59)",1
wXNqZsaQc2,70176,uncover blue all,9,uncover,5,2,"(72, 55)",1
wXNqZsaQc2,70176,uncover blue all,9,uncover,5,3,"(74, 40)",1
wXNqZsaQc2,70176,uncover blue all,9,uncover,5,4,"(84, 105)",1
wXNqZsaQc2,70176,uncover green all,10,uncover,4,0,"(80, 97)",1
wXNqZsaQc2,70176,uncover green all,10,uncover,4,1,"(82, 83)",1
wXNqZsaQc2,70176,uncover green all,10,uncover,4,2,"(71, 70)",1
wXNqZsaQc2,70176,uncover green all,10,uncover,4,3,"(89, 105)",1
feejodpSKJ,47326,clear nocolor A2,1,clear,5,0,"(77, 78)",1
feejodpSKJ,47326,clear nocolor A2,1,clear,5,1,"(95, 60)",1
feejodpSKJ,47326,clear nocolor A2,1,clear,5,2,"(94, 61)",1
feejodpSKJ,47326,clear nocolor A2,1,clear,5,3,"(75, 43)",1
feejodpSKJ,47326,clear nocolor A2,1,clear,5,4,"(93, 42)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,0,"(64, 84)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,1,"(83, 85)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,2,"(69, 86)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,3,"(87, 66)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,4,"(82, 67)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,5,"(88, 68)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,6,"(105, 50)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,7,"(106, 49)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,8,"(101, 48)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,9,"(62, 32)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,10,"(80, 31)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,11,"(81, 30)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,12,"(100, 14)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,13,"(107, 13)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,14,"(79, 12)",-1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,15,"(12, 100)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,16,"(30, 101)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,17,"(48, 83)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,18,"(13, 82)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,19,"(14, 65)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,20,"(66, 64)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,21,"(31, 81)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,22,"(32, 47)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,23,"(49, 46)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,24,"(50, 105)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,25,"(68, 87)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,26,"(67, 69)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,27,"(86, 106)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,28,"(104, 88)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,29,"(85, 70)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,30,"(84, 52)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,31,"(103, 51)",1
feejodpSKJ,47326,clear nocolor C1,2,clear,3,32,"(102, 34)",1
feejodpSKJ,47326,cover blue all,3,cover,6,0,"(75, 76)",1
feejodpSKJ,47326,cover blue all,3,cover,6,1,"(79, 78)",1
feejodpSKJ,47326,cover blue all,3,cover,6,2,"(62, 59)",1
feejodpSKJ,47326,cover blue all,3,cover,6,3,"(81, 46)",1
feejodpSKJ,47326,cover blue all,3,cover,6,4,"(83, 85)",1
feejodpSKJ,47326,cover blue all,3,cover,6,5,"(107, 70)",1
feejodpSKJ,47326,cover green all,4,cover,5,0,"(94, 57)",1
feejodpSKJ,47326,cover green all,4,cover,5,1,"(77, 73)",1
feejodpSKJ,47326,cover green all,4,cover,5,2,"(96, 65)",1
feejodpSKJ,47326,cover green all,4,cover,5,3,"(102, 86)",1
feejodpSKJ,47326,cover green all,4,cover,5,4,"(88, 51)",0
feejodpSKJ,47326,cover green all,4,cover,5,5,"(106, 89)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,0,"(62, 90)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,1,"(77, 72)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,2,"(94, 73)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,3,"(95, 54)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,4,"(75, 55)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,5,"(93, 56)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,6,"(96, 36)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,7,"(79, 37)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,8,"(97, 38)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,9,"(80, 18)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,10,"(98, 19)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,11,"(81, 20)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,12,"(64, 0)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,13,"(99, 1)",1
feejodpSKJ,47326,fill nocolor A1,5,fill,15,14,"(82, 2)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,0,"(64, 78)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,1,"(77, 60)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,2,"(95, 61)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,3,"(82, 43)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,4,"(83, 44)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,5,"(81, 42)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,6,"(99, 26)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,7,"(100, 25)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,8,"(101, 24)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,9,"(94, 8)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,10,"(75, 7)",1
feejodpSKJ,47326,fill nocolor B1,6,fill,12,11,"(93, 6)",1
feejodpSKJ,47326,move blue A2,7,move,9,0,"(96, 76)",1
feejodpSKJ,47326,move blue A2,7,move,9,1,"(64, 59)",1
feejodpSKJ,47326,move blue A2,7,move,9,2,"(82, 58)",1
feejodpSKJ,47326,move blue A2,7,move,9,3,"(103, 57)",1
feejodpSKJ,47326,move blue A2,7,move,9,4,"(88, 41)",1
feejodpSKJ,47326,move blue A2,7,move,9,5,"(69, 86)",1
feejodpSKJ,47326,move blue A2,7,move,9,6,"(87, 40)",1
feejodpSKJ,47326,move blue A2,7,move,9,7,"(105, 39)",1
feejodpSKJ,47326,move blue A2,7,move,9,8,"(106, 23)",1
feejodpSKJ,47326,move red B1,8,move,9,0,"(81, 78)",1
feejodpSKJ,47326,move red B1,8,move,9,1,"(77, 60)",1
feejodpSKJ,47326,move red B1,8,move,9,2,"(64, 61)",0
feejodpSKJ,47326,move red B1,8,move,9,3,"(99, 44)",1
feejodpSKJ,47326,move red B1,8,move,9,4,"(82, 43)",0
feejodpSKJ,47326,move red B1,8,move,9,5,"(83, 42)",1
feejodpSKJ,47326,move red B1,8,move,9,6,"(95, 24)",1
feejodpSKJ,47326,move red B1,8,move,9,7,"(94, 25)",0
feejodpSKJ,47326,move red B1,8,move,9,8,"(75, 26)",0
feejodpSKJ,47326,move red B1,8,move,9,9,"(100, 6)",0
feejodpSKJ,47326,move red B1,8,move,9,10,"(101, 7)",1
feejodpSKJ,47326,move red B1,8,move,9,11,"(102, 8)",1
feejodpSKJ,47326,move red B1,8,move,9,12,"(6, 95)",0
feejodpSKJ,47326,move red B1,8,move,9,13,"(74, 6)",1
feejodpSKJ,47326,move red B1,8,move,9,14,"(8, 100)",-1
feejodpSKJ,47326,move red B1,8,move,9,15,"(26, 101)",0
feejodpSKJ,47326,move red B1,8,move,9,16,"(69, 26)",1
feejodpSKJ,47326,move red B1,8,move,9,17,"(100, 8)",1
feejodpSKJ,47326,uncover blue all,9,uncover,4,0,"(64, 84)",1
feejodpSKJ,47326,uncover blue all,9,uncover,4,1,"(69, 86)",1
feejodpSKJ,47326,uncover blue all,9,uncover,4,2,"(87, 68)",1
feejodpSKJ,47326,uncover blue all,9,uncover,4,3,"(88, 89)",1
feejodpSKJ,47326,uncover red all,10,uncover,4,0,"(62, 78)",1
feejodpSKJ,47326,uncover red all,10,uncover,4,1,"(81, 59)",0
feejodpSKJ,47326,uncover red all,10,uncover,4,2,"(59, 76)",1
feejodpSKJ,47326,uncover red all,10,uncover,4,3,"(77, 57)",1
feejodpSKJ,47326,uncover red all,10,uncover,4,4,"(83, 85)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,0,"(64, 102)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,1,"(101, 85)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,2,"(82, 84)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,3,"(100, 67)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,4,"(99, 66)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,5,"(96, 77)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,6,"(79, 59)",1
feejodpSKJ,97388,clear nocolor B,1,clear,8,7,"(97, 41)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,0,"(69, 85)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,1,"(87, 102)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,2,"(88, 84)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,3,"(89, 66)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,4,"(105, 67)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,5,"(106, 50)",1
feejodpSKJ,97388,clear nocolor C2,2,clear,7,6,"(107, 49)",1
feejodpSKJ,97388,cover blue all,3,cover,4,0,"(58, 74)",1
feejodpSKJ,97388,cover blue all,3,cover,4,1,"(73, 57)",1
feejodpSKJ,97388,cover blue all,3,cover,4,2,"(64, 83)",1
feejodpSKJ,97388,cover blue all,3,cover,4,3,"(69, 71)",1
feejodpSKJ,97388,cover red all,4,cover,6,0,"(72, 55)",1
feejodpSKJ,97388,cover red all,4,cover,6,1,"(92, 40)",1
feejodpSKJ,97388,cover red all,4,cover,6,2,"(96, 77)",1
feejodpSKJ,97388,cover red all,4,cover,6,3,"(101, 61)",1
feejodpSKJ,97388,cover red all,4,cover,6,4,"(103, 46)",1
feejodpSKJ,97388,cover red all,4,cover,6,5,"(68, 81)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,0,"(64, 98)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,1,"(82, 80)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,2,"(99, 62)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,3,"(100, 44)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,4,"(101, 26)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,5,"(58, 78)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,6,"(95, 61)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,7,"(76, 43)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,8,"(94, 60)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,9,"(75, 42)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,10,"(93, 8)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,11,"(92, 25)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,12,"(73, 7)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,13,"(91, 24)",1
feejodpSKJ,97388,fill nocolor B1,5,fill,15,14,"(72, 6)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,0,"(68, 71)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,1,"(86, 70)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,2,"(104, 53)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,3,"(103, 52)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,4,"(64, 51)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,5,"(101, 35)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,6,"(82, 34)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,7,"(100, 33)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,8,"(99, 17)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,9,"(79, 16)",1
feejodpSKJ,97388,fill nocolor C2,6,fill,11,10,"(97, 15)",1
feejodpSKJ,97388,move blue B,7,move,14,0,"(75, 98)",1
feejodpSKJ,97388,move blue B,7,move,14,1,"(92, 80)",1
feejodpSKJ,97388,move blue B,7,move,14,2,"(58, 75)",1
feejodpSKJ,97388,move blue B,7,move,14,3,"(76, 92)",1
feejodpSKJ,97388,move blue B,7,move,14,4,"(94, 81)",1
feejodpSKJ,97388,move blue B,7,move,14,5,"(68, 102)",1
feejodpSKJ,97388,move blue B,7,move,14,6,"(86, 83)",1
feejodpSKJ,97388,move blue B,7,move,14,7,"(104, 65)",1
feejodpSKJ,97388,move blue B,7,move,14,8,"(69, 104)",1
feejodpSKJ,97388,move blue B,7,move,14,9,"(87, 86)",1
feejodpSKJ,97388,move blue B,7,move,14,10,"(88, 85)",1
feejodpSKJ,97388,move blue B,7,move,14,11,"(105, 47)",1
feejodpSKJ,97388,move blue B,7,move,14,12,"(106, 46)",1
feejodpSKJ,97388,move blue B,7,move,14,13,"(89, 63)",1
feejodpSKJ,97388,move blue C,8,move,9,0,"(101, 102)",1
feejodpSKJ,97388,move blue C,8,move,9,1,"(64, 84)",1
feejodpSKJ,97388,move blue C,8,move,9,2,"(82, 85)",1
feejodpSKJ,97388,move blue C,8,move,9,3,"(100, 66)",1
feejodpSKJ,97388,move blue C,8,move,9,4,"(75, 67)",1
feejodpSKJ,97388,move blue C,8,move,9,5,"(92, 48)",1
feejodpSKJ,97388,move blue C,8,move,9,6,"(58, 77)",1
feejodpSKJ,97388,move blue C,8,move,9,7,"(76, 78)",1
feejodpSKJ,97388,move blue C,8,move,9,8,"(94, 49)",1
feejodpSKJ,97388,uncover green all,9,uncover,4,0,"(73, 74)",1
feejodpSKJ,97388,uncover green all,9,uncover,4,1,"(69, 102)",1
feejodpSKJ,97388,uncover green all,9,uncover,4,2,"(89, 83)",1
feejodpSKJ,97388,uncover green all,9,uncover,4,3,"(68, 98)",0
feejodpSKJ,97388,uncover green all,9,uncover,4,4,"(72, 57)",1
feejodpSKJ,97388,uncover red all,10,uncover,4,0,"(75, 74)",1
feejodpSKJ,97388,uncover red all,10,uncover,4,1,"(58, 78)",1
feejodpSKJ,97388,uncover red all,10,uncover,4,2,"(79, 98)",1
feejodpSKJ,97388,uncover red all,10,uncover,4,3,"(64, 102)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,0,"(72, 79)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,1,"(77, 60)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,2,"(95, 61)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,3,"(94, 62)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,4,"(75, 42)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,5,"(93, 43)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,6,"(92, 24)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,7,"(91, 6)",1
Qp1vMReQWq,50905,clear nocolor A,1,clear,9,8,"(90, 25)",1
Qp1vMReQWq,50905,clear nocolor C1,2,clear,4,0,"(102, 65)",1
Qp1vMReQWq,50905,clear nocolor C1,2,clear,4,1,"(85, 64)",1
Qp1vMReQWq,50905,clear nocolor C1,2,clear,4,2,"(103, 63)",1
Qp1vMReQWq,50905,clear nocolor C1,2,clear,4,3,"(104, 88)",1
Qp1vMReQWq,50905,cover green all,3,cover,5,0,"(72, 74)",1
Qp1vMReQWq,50905,cover green all,3,cover,5,1,"(90, 57)",1
Qp1vMReQWq,50905,cover green all,3,cover,5,2,"(94, 79)",1
Qp1vMReQWq,50905,cover green all,3,cover,5,3,"(77, 64)",1
Qp1vMReQWq,50905,cover green all,3,cover,5,4,"(78, 88)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,0,"(72, 73)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,1,"(90, 76)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,2,"(75, 59)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,3,"(78, 84)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,4,"(83, 67)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,5,"(82, 86)",1
Qp1vMReQWq,50905,cover red all,4,cover,7,6,"(81, 69)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,0,"(102, 63)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,1,"(85, 64)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,2,"(103, 65)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,3,"(104, 45)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,4,"(78, 46)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,5,"(97, 47)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,6,"(80, 27)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,7,"(98, 28)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,8,"(96, 29)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,9,"(71, 9)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,10,"(87, 10)",1
Qp1vMReQWq,50905,fill nocolor B2,5,fill,12,11,"(89, 11)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,0,"(83, 84)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,1,"(82, 66)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,2,"(101, 67)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,3,"(81, 48)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,4,"(80, 30)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,5,"(100, 12)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,6,"(99, 86)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,7,"(87, 68)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,8,"(105, 49)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,9,"(106, 50)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,10,"(71, 31)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,11,"(89, 32)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,12,"(107, 13)",1
Qp1vMReQWq,50905,fill nocolor C1,6,fill,14,13,"(98, 14)",1
Qp1vMReQWq,50905,move blue B,7,move,5,0,"(72, 62)",1
Qp1vMReQWq,50905,move blue B,7,move,5,1,"(90, 60)",1
Qp1vMReQWq,50905,move blue B,7,move,5,2,"(75, 74)",1
Qp1vMReQWq,50905,move blue B,7,move,5,3,"(93, 79)",1
Qp1vMReQWq,50905,move blue B,7,move,5,4,"(71, 63)",1
Qp1vMReQWq,50905,move red B2,8,move,11,0,"(91, 63)",1
Qp1vMReQWq,50905,move red B2,8,move,11,1,"(77, 45)",1
Qp1vMReQWq,50905,move red B2,8,move,11,2,"(95, 27)",1
Qp1vMReQWq,50905,move red B2,8,move,11,3,"(94, 9)",1
Qp1vMReQWq,50905,move red B2,8,move,11,4,"(102, 65)",1
Qp1vMReQWq,50905,move red B2,8,move,11,5,"(85, 64)",1
Qp1vMReQWq,50905,move red B2,8,move,11,6,"(103, 46)",1
Qp1vMReQWq,50905,move red B2,8,move,11,7,"(104, 47)",1
Qp1vMReQWq,50905,move red B2,8,move,11,8,"(87, 28)",1
Qp1vMReQWq,50905,move red B2,8,move,11,9,"(71, 87)",1
Qp1vMReQWq,50905,move red B2,8,move,11,10,"(89, 10)",1
Qp1vMReQWq,50905,uncover blue all,9,uncover,4,0,"(72, 73)",1
Qp1vMReQWq,50905,uncover blue all,9,uncover,4,1,"(75, 76)",1
Qp1vMReQWq,50905,uncover blue all,9,uncover,4,2,"(78, 79)",1
Qp1vMReQWq,50905,uncover blue all,9,uncover,4,3,"(82, 84)",1
Qp1vMReQWq,50905,uncover red all,10,uncover,3,0,"(77, 60)",1
Qp1vMReQWq,50905,uncover red all,10,uncover,3,1,"(85, 65)",1
Qp1vMReQWq,50905,uncover red all,10,uncover,3,2,"(71, 88)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,0,"(73, 61)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,1,"(91, 96)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,2,"(77, 78)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,3,"(95, 60)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,4,"(94, 42)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,5,"(93, 24)",1
fDtn8lVBNo,62686,clear nocolor A,1,clear,7,6,"(90, 6)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,0,"(64, 80)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,1,"(81, 62)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,2,"(82, 61)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,3,"(83, 44)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,4,"(101, 26)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,5,"(100, 43)",1
fDtn8lVBNo,62686,clear nocolor B2,2,clear,7,6,"(99, 25)",1
fDtn8lVBNo,62686,cover blue all,3,cover,5,0,"(90, 55)",1
fDtn8lVBNo,62686,cover blue all,3,cover,5,1,"(81, 46)",1
fDtn8lVBNo,62686,cover blue all,3,cover,5,2,"(71, 88)",1
fDtn8lVBNo,62686,cover blue all,3,cover,5,3,"(89, 67)",1
fDtn8lVBNo,62686,cover blue all,3,cover,5,4,"(107, 84)",1
fDtn8lVBNo,62686,cover green all,4,cover,4,0,"(79, 80)",1
fDtn8lVBNo,62686,cover green all,4,cover,4,1,"(64, 65)",1
fDtn8lVBNo,62686,cover green all,4,cover,4,2,"(85, 50)",1
fDtn8lVBNo,62686,cover green all,4,cover,4,3,"(103, 53)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,0,"(79, 76)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,1,"(97, 75)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,2,"(73, 59)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,3,"(91, 57)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,4,"(90, 58)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,5,"(98, 39)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,6,"(81, 40)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,7,"(99, 41)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,8,"(64, 23)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,9,"(82, 22)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,10,"(83, 21)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,11,"(68, 3)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,12,"(100, 4)",1
fDtn8lVBNo,62686,fill nocolor A2,5,fill,14,13,"(101, 5)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,0,"(85, 88)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,1,"(102, 70)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,2,"(64, 52)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,3,"(82, 34)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,4,"(73, 16)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,5,"(103, 51)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,6,"(68, 33)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,7,"(86, 15)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,8,"(104, 53)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,9,"(100, 35)",1
fDtn8lVBNo,62686,fill nocolor C2,6,fill,11,10,"(83, 17)",1
