experiment,ID,anonID,importId,goal_type,first_move_serves_goal,stepwise_salience,euclidean_salience,random_stepwise_salience,random_euclidean_salience
E1,86933.0,,86933.0,fill,1.0,2,2.0,6.618,5.228476093684131
E1,86933.0,,86933.0,uncover,1.0,13,13.0,8.597,8.16858759937719
E1,53007.0,,53007.0,move,1.0,9,9.0,6.886,5.386215624605042
E1,53007.0,,53007.0,clear,1.0,4,2.8284271247461903,6.941,5.406664922868489
E1,53007.0,,53007.0,cover,1.0,8,7.0710678118654755,7.658,7.489833656618723
E1,53007.0,,53007.0,fill,1.0,8,8.0,6.993,5.458107988529342
E1,53007.0,,53007.0,move,1.0,10,10.0,6.942,5.434116755298928
E1,53007.0,,53007.0,uncover,1.0,16,16.0,7.748,7.588846704816296
E1,53007.0,,53007.0,uncover,1.0,6,6.0,7.513,7.352924770350909
E1,53007.0,,53007.0,fill,1.0,8,8.0,6.91,5.408772558531918
E1,53007.0,,53007.0,cover,0.0,11,11.0,7.923,7.759327447589405
E1,53007.0,,53007.0,clear,1.0,1,1.0,6.756,5.256659972161577
E1,58637.0,,58637.0,cover,1.0,2,1.4142135623730951,8.477,7.920552615330726
E1,58637.0,,58637.0,clear,1.0,1,1.0,6.644,5.210297752620923
E1,58637.0,,58637.0,fill,1.0,2,2.0,6.719,5.268246108856589
E1,58637.0,,58637.0,uncover,0.0,1,1.0,8.689,8.136419158588176
E1,58637.0,,58637.0,move,1.0,5,5.0,6.656,5.213744305481339
E1,58637.0,,58637.0,clear,1.0,2,1.4142135623730951,6.784,5.292286883183859
E1,58637.0,,58637.0,cover,1.0,11,11.0,8.37,7.828420086169352
E1,58637.0,,58637.0,uncover,1.0,8,8.0,8.609,8.05094585147021
E1,58637.0,,58637.0,fill,1.0,3,2.23606797749979,6.703,5.25857081768201
E1,58637.0,,58637.0,move,0.0,6,4.47213595499958,6.675,5.223351085499364
E1,18558.0,,18558.0,clear,1.0,9,8.06225774829855,6.671,5.268684863284283
E1,18558.0,,18558.0,uncover,-1.0,2,2.0,7.709,7.147760641451429
E1,18558.0,,18558.0,uncover,0.0,2,1.4142135623730951,7.69,7.146732409089629
E1,18558.0,,18558.0,move,1.0,13,13.0,6.822,5.38989122272095
E1,18558.0,,18558.0,fill,1.0,2,2.0,6.657,5.245627195221638
E1,18558.0,,18558.0,cover,1.0,2,2.0,7.602,7.06711655021636
E1,18558.0,,18558.0,move,0.0,5,3.605551275463989,6.489,5.125875062707346
E1,18558.0,,18558.0,fill,1.0,2,2.0,6.731,5.314215226067365
E1,18558.0,,18558.0,clear,1.0,2,1.4142135623730951,6.544,5.166405622079032
E1,18558.0,,18558.0,cover,-1.0,2,1.4142135623730951,7.684,7.130169690630547
E1,88653.0,,88653.0,clear,1.0,6,5.0990195135927845,7.009,5.6166342092044745
E1,88653.0,,88653.0,move,1.0,5,4.123105625617661,6.789,5.429100036394663
E1,88653.0,,88653.0,fill,1.0,8,7.0710678118654755,6.599,5.270120454830068
E1,88653.0,,88653.0,cover,1.0,4,4.0,8.475,7.928050901175695
E1,88653.0,,88653.0,move,1.0,9,8.06225774829855,6.756,5.4284907123584345
E1,88653.0,,88653.0,cover,1.0,4,4.0,8.445,7.903061050760043
E1,88653.0,,88653.0,uncover,1.0,8,7.0710678118654755,8.115,7.579886992032045
E1,88653.0,,88653.0,clear,1.0,2,1.4142135623730951,6.809,5.460605439058554
E1,88653.0,,88653.0,fill,1.0,9,8.06225774829855,6.919,5.548272039821279
E1,88653.0,,88653.0,uncover,0.0,8,7.0710678118654755,8.117,7.604240450860994
E1,82980.0,,82980.0,fill,1.0,2,2.0,6.674,5.209033438753729
E1,82980.0,,82980.0,clear,1.0,5,3.605551275463989,6.681,5.216681952642202
E1,82980.0,,82980.0,clear,1.0,1,1.0,6.582,5.124316561043075
E1,82980.0,,82980.0,move,1.0,7,6.082762530298219,6.669,5.197442969380587
E1,82980.0,,82980.0,cover,1.0,4,4.0,8.147,7.784332857761485
E1,82980.0,,82980.0,fill,1.0,4,3.1622776601683795,6.641,5.205289975264598
E1,82980.0,,82980.0,uncover,1.0,12,12.0,7.633,7.301040484822405
E1,82980.0,,82980.0,cover,1.0,1,1.0,7.709,7.354199502027432
E1,82980.0,,82980.0,uncover,1.0,1,1.0,7.634,7.289453209280865
E1,82980.0,,82980.0,move,1.0,4,4.0,6.59,5.1200635058738335
E1,84838.0,,84838.0,uncover,-1.0,1,1.0,7.726,7.397401817500697
E1,84838.0,,84838.0,move,1.0,9,8.06225774829855,6.786,5.352387488908624
E1,84838.0,,84838.0,cover,1.0,10,9.055385138137417,8.247,7.892354663960403
E1,84838.0,,84838.0,clear,1.0,5,3.605551275463989,6.729,5.331162607222785
E1,84838.0,,84838.0,cover,0.0,4,4.0,7.929,7.573860332189053
E1,84838.0,,84838.0,fill,1.0,5,4.123105625617661,6.901,5.475444335313447
E1,84838.0,,84838.0,move,1.0,2,2.0,6.977,5.526827991849596
E1,84838.0,,84838.0,clear,1.0,1,1.0,6.859,5.424201064071867
E1,84838.0,,84838.0,fill,1.0,3,2.23606797749979,6.774,5.3463860854608205
E1,84838.0,,84838.0,uncover,1.0,1,1.0,7.86,7.51987871076728
E1,50151.0,,50151.0,clear,1.0,4,2.8284271247461903,6.896,5.330945221078438
E1,50151.0,,50151.0,cover,1.0,1,1.0,8.345,8.094645889422143
E1,50151.0,,50151.0,clear,1.0,1,1.0,6.851,5.300757807451847
E1,50151.0,,50151.0,uncover,1.0,7,7.0,8.262,8.014303318266963
E1,50151.0,,50151.0,fill,1.0,8,8.0,6.683,5.149801523578715
E1,50151.0,,50151.0,move,0.0,8,8.0,6.789,5.252158029162771
E1,50151.0,,50151.0,cover,1.0,1,1.0,8.278,8.01840607022523
E1,50151.0,,50151.0,uncover,1.0,1,1.0,8.519,8.271351715885004
E1,50151.0,,50151.0,move,1.0,3,2.23606797749979,6.795,5.247596058204648
E1,50151.0,,50151.0,fill,1.0,4,3.1622776601683795,6.755,5.212701197793868
E1,32385.0,,32385.0,uncover,1.0,3,3.0,8.726,8.135494220389955
E1,32385.0,,32385.0,cover,1.0,15,14.035668847618199,8.395,7.824755069685743
E1,32385.0,,32385.0,cover,1.0,7,6.082762530298219,8.84,8.26333803052622
E1,32385.0,,32385.0,move,1.0,5,4.123105625617661,6.699,5.298984216803364
E1,32385.0,,32385.0,move,1.0,6,4.47213595499958,6.634,5.251500580655805
E1,32385.0,,32385.0,uncover,1.0,5,5.0,8.69,8.128537698337233
E1,32385.0,,32385.0,clear,1.0,6,4.47213595499958,6.67,5.26541155569902
E1,32385.0,,32385.0,fill,1.0,3,2.23606797749979,6.902,5.452936292450246
E1,32385.0,,32385.0,clear,1.0,0,0.0,6.635,5.240788682980438
E1,32385.0,,32385.0,fill,1.0,3,2.23606797749979,6.675,5.259439181954724
E1,63576.0,,63576.0,cover,1.0,1,1.0,8.338,8.023295891792413
E1,63576.0,,63576.0,move,1.0,2,2.0,6.056,4.751994450453084
E1,63576.0,,63576.0,uncover,1.0,14,14.0,8.028,7.722535573701208
E1,63576.0,,63576.0,fill,1.0,5,5.0,6.225,4.881198730899829
E1,63576.0,,63576.0,clear,1.0,9,7.280109889280518,6.155,4.817237337063747
E1,63576.0,,63576.0,uncover,1.0,3,2.23606797749979,8.037,7.763846618587748
E1,63576.0,,63576.0,move,1.0,5,4.123105625617661,6.027,4.7171601863151755
E1,63576.0,,63576.0,fill,1.0,4,3.1622776601683795,6.058,4.7398248814738
E1,63576.0,,63576.0,cover,0.0,5,4.123105625617661,8.367,8.054238537445583
E1,63576.0,,63576.0,clear,1.0,2,1.4142135623730951,6.131,4.807754790690835
E1,93940.0,,93940.0,cover,1.0,1,1.0,8.583,8.205034432139954
E1,93940.0,,93940.0,fill,1.0,2,2.0,6.948,5.490889615286282
E1,93940.0,,93940.0,cover,1.0,16,16.0,8.491,8.104643787670538
E1,93940.0,,93940.0,move,1.0,2,1.4142135623730951,6.894,5.430861106052169
E1,93940.0,,93940.0,uncover,1.0,0,0.0,8.549,8.164446104128638
E1,93940.0,,93940.0,uncover,1.0,10,10.0,8.772,8.409513825222355
E1,93940.0,,93940.0,fill,1.0,13,13.0,7.024,5.549369724021092
E1,93940.0,,93940.0,clear,1.0,6,5.0990195135927845,7.05,5.5636532705400406
E1,93940.0,,93940.0,clear,1.0,2,1.4142135623730951,6.99,5.514889623899811
E1,93940.0,,93940.0,move,1.0,5,5.0,6.874,5.409248092431131
E1,93952.0,,93952.0,clear,1.0,1,1.0,6.66,5.11297280145583
E1,93952.0,,93952.0,fill,1.0,11,10.04987562112089,6.847,5.291052097531013
E1,93952.0,,93952.0,cover,1.0,6,6.0,7.931,7.693288411752232
E1,93952.0,,93952.0,fill,1.0,5,4.123105625617661,6.931,5.359402671955305
E1,93952.0,,93952.0,uncover,1.0,2,2.0,8.054,7.845802295859643
E1,93952.0,,93952.0,clear,1.0,6,4.47213595499958,6.873,5.3099089040128415
E1,93952.0,,93952.0,cover,1.0,2,1.4142135623730951,7.956,7.745224074915146
E1,93952.0,,93952.0,move,1.0,4,4.0,6.708,5.187273431701821
E1,93952.0,,93952.0,uncover,1.0,6,6.0,7.949,7.7153631338079665
E1,93952.0,,93952.0,move,1.0,11,11.0,6.768,5.207435659498418
E1,87384.0,,87384.0,move,1.0,5,5.0,6.578,5.189762885840307
E1,87384.0,,87384.0,cover,0.0,12,12.0,8.735,8.246199798636521
E1,87384.0,,87384.0,clear,1.0,1,1.0,6.52,5.134393374467243
E1,87384.0,,87384.0,move,1.0,13,13.0,6.465,5.087878462331559
E1,87384.0,,87384.0,uncover,1.0,12,12.0,8.892,8.40921839864909
E1,87384.0,,87384.0,uncover,1.0,5,5.0,8.57,8.098936793948416
E1,87384.0,,87384.0,cover,1.0,4,4.0,8.539,8.09820236468768
E1,87384.0,,87384.0,fill,1.0,3,2.23606797749979,6.47,5.120470687703098
E1,87384.0,,87384.0,fill,1.0,13,13.0,6.56,5.171269125148442
E1,87384.0,,87384.0,clear,1.0,5,3.605551275463989,6.624,5.228483044856146
E1,30838.0,,30838.0,clear,1.0,7,6.082762530298219,6.781,5.304438643671353
E1,30838.0,,30838.0,cover,1.0,1,1.0,8.213,7.691360668535163
E1,30838.0,,30838.0,fill,1.0,8,8.0,6.931,5.414356128593808
E1,30838.0,,30838.0,fill,1.0,3,2.23606797749979,6.866,5.348221336327935
E1,30838.0,,30838.0,cover,1.0,1,1.0,8.144,7.594080038791952
E1,30838.0,,30838.0,uncover,1.0,12,12.0,8.523,7.977719183896449
E1,30838.0,,30838.0,clear,1.0,2,1.4142135623730951,6.691,5.218527553483296
E1,30838.0,,30838.0,move,1.0,3,2.23606797749979,6.971,5.425837209249987
E1,30838.0,,30838.0,uncover,1.0,11,11.0,8.226,7.678452339163101
E1,30838.0,,30838.0,move,0.0,5,3.605551275463989,6.847,5.335306019902828
E1,43467.0,,43467.0,clear,1.0,1,1.0,6.874,5.282483262564638
E1,43467.0,,43467.0,cover,1.0,4,3.1622776601683795,8.101,7.672891921532581
E1,43467.0,,43467.0,fill,1.0,8,8.0,6.916,5.3160792972477955
E1,43467.0,,43467.0,fill,1.0,3,2.23606797749979,6.87,5.286474908300522
E1,43467.0,,43467.0,uncover,1.0,11,11.0,7.83,7.3813406959411605
E1,43467.0,,43467.0,move,1.0,6,6.0,6.931,5.334767081526368
E1,43467.0,,43467.0,clear,1.0,2,1.4142135623730951,6.67,5.124017184295551
E1,43467.0,,43467.0,cover,1.0,6,5.0990195135927845,8.412,7.951049614599968
E1,43467.0,,43467.0,move,1.0,4,3.1622776601683795,6.847,5.271358127266228
E1,43467.0,,43467.0,uncover,1.0,8,7.0710678118654755,8.36,7.9100548342201105
E1,97122.0,,97122.0,fill,1.0,2,2.0,6.833,5.366651117223275
E1,97122.0,,97122.0,move,1.0,3,3.0,6.798,5.355989418278044
E1,97122.0,,97122.0,fill,1.0,6,5.0990195135927845,6.649,5.233222285652352
E1,97122.0,,97122.0,move,1.0,5,3.605551275463989,6.893,5.430406196574555
E1,97122.0,,97122.0,uncover,1.0,16,16.0,7.653,7.297094951156887
E1,97122.0,,97122.0,uncover,1.0,8,8.0,7.887,7.517702675724733
E1,97122.0,,97122.0,clear,1.0,1,1.0,6.687,5.264525053032974
E1,97122.0,,97122.0,clear,1.0,1,1.0,6.749,5.320895528084466
E1,97122.0,,97122.0,cover,1.0,13,13.0,7.773,7.405143655561609
E1,97122.0,,97122.0,cover,1.0,1,1.0,7.893,7.51899062167222
E1,13861.0,,13861.0,move,1.0,2,2.0,6.599,5.208967851922709
E1,13861.0,,13861.0,uncover,1.0,2,2.0,7.562,7.0961702845433186
E1,13861.0,,13861.0,move,1.0,8,6.324555320336759,6.428,5.063861977775421
E1,13861.0,,13861.0,fill,1.0,3,2.23606797749979,6.551,5.182634451225457
E1,13861.0,,13861.0,uncover,1.0,14,13.038404810405298,7.727,7.262019804908871
E1,13861.0,,13861.0,fill,1.0,2,2.0,6.667,5.292375851744027
E1,13861.0,,13861.0,clear,1.0,3,2.23606797749979,6.526,5.141474424022682
E1,13861.0,,13861.0,clear,1.0,6,4.47213595499958,6.487,5.120219251451143
E1,13861.0,,13861.0,cover,1.0,1,1.0,8.013,7.5416424220280645
E1,13861.0,,13861.0,cover,1.0,2,1.4142135623730951,7.476,6.9926661043573075
E1,36961.0,,36961.0,uncover,1.0,2,2.0,7.971,7.673103282450345
E1,36961.0,,36961.0,cover,1.0,6,6.0,8.172,7.88939338452166
E1,36961.0,,36961.0,clear,1.0,7,5.385164807134504,6.582,5.18837129673221
E1,36961.0,,36961.0,clear,1.0,2,1.4142135623730951,6.531,5.1231047521252
E1,36961.0,,36961.0,cover,1.0,15,14.035668847618199,8.168,7.894702905744991
E1,36961.0,,36961.0,uncover,1.0,4,4.0,8.29,8.006395285657698
E1,36961.0,,36961.0,move,1.0,7,5.385164807134504,6.633,5.213571611647373
E1,36961.0,,36961.0,fill,1.0,2,2.0,6.484,5.114653081830004
E1,36961.0,,36961.0,fill,1.0,7,7.0,6.57,5.170758532459571
E1,36961.0,,36961.0,move,1.0,10,9.055385138137417,6.612,5.205207080013233
E1,29499.0,,29499.0,move,1.0,5,4.123105625617661,6.94,5.478017869098122
E1,29499.0,,29499.0,move,1.0,2,2.0,6.7,5.290363210949965
E1,29499.0,,29499.0,clear,1.0,0,0.0,6.708,5.295457723562933
E1,29499.0,,29499.0,fill,1.0,7,6.082762530298219,6.863,5.410700252430968
E1,29499.0,,29499.0,uncover,1.0,4,3.1622776601683795,8.353,7.886005980295053
E1,29499.0,,29499.0,cover,1.0,4,3.1622776601683795,8.311,7.855347081184528
E1,29499.0,,29499.0,cover,1.0,0,0.0,8.218,7.743593807520929
E1,29499.0,,29499.0,clear,1.0,7,5.385164807134504,6.936,5.479309566207095
E1,29499.0,,29499.0,fill,1.0,4,3.1622776601683795,6.792,5.3599857311597265
E1,29499.0,,29499.0,uncover,1.0,0,0.0,8.344,7.885197359179832
E1,74257.0,,74257.0,uncover,1.0,1,1.0,8.133,7.579471968925987
E1,74257.0,,74257.0,clear,1.0,3,2.23606797749979,6.827,5.3310470359441835
E1,74257.0,,74257.0,cover,-1.0,3,2.23606797749979,8.277,7.735043735084982
E1,74257.0,,74257.0,fill,0.0,4,4.0,6.824,5.332402716924253
E1,74257.0,,74257.0,fill,0.0,8,7.0710678118654755,6.945,5.416534240708097
E1,74257.0,,74257.0,move,1.0,7,6.082762530298219,6.778,5.264498625572591
E1,74257.0,,74257.0,cover,1.0,3,2.23606797749979,8.286,7.762004689256327
E1,74257.0,,74257.0,uncover,1.0,10,10.0,8.469,7.946599946505956
E1,74257.0,,74257.0,clear,1.0,2,1.4142135623730951,6.835,5.318445692021787
E1,74257.0,,74257.0,move,1.0,4,3.1622776601683795,6.877,5.34516313479128
E1,97778.0,,97778.0,clear,1.0,1,1.0,6.239,4.852635252761294
E1,97778.0,,97778.0,fill,1.0,4,4.0,6.358,4.92363870008366
E1,97778.0,,97778.0,uncover,1.0,10,9.055385138137417,8.056,7.661167143024917
E1,97778.0,,97778.0,cover,0.0,9,8.06225774829855,8.006,7.62080292170942
E1,97778.0,,97778.0,move,1.0,7,6.082762530298219,6.336,4.900504477523787
E1,97778.0,,97778.0,clear,1.0,0,0.0,6.373,4.940059754758524
E1,97778.0,,97778.0,fill,1.0,3,2.23606797749979,6.329,4.9041128014513085
E1,97778.0,,97778.0,uncover,1.0,6,6.0,8.122,7.737385099167886
E1,97778.0,,97778.0,move,1.0,10,8.246211251235321,6.29,4.877298069250663
E1,97778.0,,97778.0,cover,1.0,1,1.0,8.179,7.805504886550457
E1,24954.0,,24954.0,uncover,1.0,1,1.0,8.277,7.791657996005125
E1,24954.0,,24954.0,uncover,1.0,4,4.0,7.856,7.402197764072543
E1,24954.0,,24954.0,cover,1.0,2,1.4142135623730951,8.181,7.7232736468692655
E1,24954.0,,24954.0,fill,1.0,2,2.0,6.869,5.477798739794365
E1,24954.0,,24954.0,cover,1.0,1,1.0,8.127,7.670402898743315
E1,24954.0,,24954.0,move,1.0,4,3.1622776601683795,6.738,5.391942198561138
E1,24954.0,,24954.0,move,1.0,6,5.0990195135927845,6.925,5.540094946653866
E1,24954.0,,24954.0,clear,1.0,7,5.0,6.833,5.4676063339528485
E1,24954.0,,24954.0,fill,1.0,3,2.23606797749979,6.787,5.390955917093613
E1,24954.0,,24954.0,clear,1.0,2,1.4142135623730951,6.868,5.499336591868044
E1,85713.0,,85713.0,move,1.0,4,4.0,6.478,5.145905196051161
E1,85713.0,,85713.0,fill,1.0,4,3.1622776601683795,6.44,5.14907215577997
E1,85713.0,,85713.0,fill,1.0,3,2.23606797749979,6.485,5.1771675917039355
E1,85713.0,,85713.0,cover,1.0,8,8.0,8.103,7.596870009415592
E1,85713.0,,85713.0,clear,1.0,7,6.082762530298219,6.365,5.083098096448049
E1,85713.0,,85713.0,uncover,1.0,15,14.035668847618199,8.504,7.997903492943522
E1,85713.0,,85713.0,cover,1.0,10,9.055385138137417,8.58,8.073451328893704
E1,85713.0,,85713.0,uncover,1.0,5,4.123105625617661,8.513,7.980982137709599
E1,85713.0,,85713.0,clear,1.0,1,1.0,6.448,5.153860320669221
E1,85713.0,,85713.0,move,1.0,9,8.06225774829855,6.474,5.170819735409605
E2,,Tte8PJ8ss9,96815.0,clear,1.0,2,1.4142135623730951,6.723,5.292790476925993
E2,,Tte8PJ8ss9,96815.0,clear,1.0,4,2.8284271247461903,6.984,5.487012942418687
E2,,Tte8PJ8ss9,96815.0,cover,1.0,3,2.23606797749979,7.814,7.313893201757582
E2,,Tte8PJ8ss9,96815.0,cover,1.0,2,1.4142135623730951,8.253,7.7753709243858555
E2,,Tte8PJ8ss9,96815.0,fill,-1.0,2,1.4142135623730951,6.953,5.471706976317997
E2,,Tte8PJ8ss9,96815.0,fill,1.0,4,3.1622776601683795,6.903,5.448626900232546
E2,,Tte8PJ8ss9,96815.0,move,0.0,1,1.0,6.813,5.361555565114743
E2,,Tte8PJ8ss9,96815.0,move,1.0,6,5.0990195135927845,6.849,5.388593968225712
E2,,Tte8PJ8ss9,96815.0,uncover,1.0,5,5.0,8.124,7.623114244413353
E2,,Tte8PJ8ss9,96815.0,uncover,1.0,7,7.0,8.094,7.60577439130664
E2,,MtbTXANUqM,53968.0,clear,1.0,1,1.0,6.285,4.874440919917505
E2,,MtbTXANUqM,53968.0,clear,1.0,7,5.0,6.234,4.820078233999215
E2,,MtbTXANUqM,53968.0,cover,1.0,11,10.04987562112089,8.069,7.485567221579186
E2,,MtbTXANUqM,53968.0,cover,0.0,0,0.0,8.144,7.578205768499176
E2,,MtbTXANUqM,53968.0,fill,1.0,3,2.23606797749979,6.162,4.760773667088561
E2,,MtbTXANUqM,53968.0,fill,1.0,3,2.23606797749979,6.453,4.994533509109265
E2,,MtbTXANUqM,53968.0,move,1.0,10,10.0,6.138,4.738658481541428
E2,,MtbTXANUqM,53968.0,move,1.0,4,3.1622776601683795,6.315,4.8981181009905175
E2,,MtbTXANUqM,53968.0,uncover,1.0,4,3.1622776601683795,8.151,7.571156836838136
E2,,MtbTXANUqM,53968.0,uncover,0.0,0,0.0,8.304,7.718743688144286
E2,,cPbriGMj7J,26365.0,clear,1.0,1,1.0,6.793,5.311381268952428
E2,,cPbriGMj7J,26365.0,clear,1.0,6,5.0990195135927845,6.748,5.278221894036114
E2,,cPbriGMj7J,26365.0,cover,0.0,0,0.0,8.217,7.77230104255617
E2,,cPbriGMj7J,26365.0,cover,1.0,7,7.0,8.247,7.793411383380509
E2,,cPbriGMj7J,26365.0,fill,1.0,3,3.0,6.791,5.318587123581916
E2,,cPbriGMj7J,26365.0,fill,1.0,3,2.23606797749979,6.601,5.166978944876028
E2,,cPbriGMj7J,26365.0,move,1.0,3,3.0,6.622,5.177463748903106
E2,,cPbriGMj7J,26365.0,move,1.0,2,2.0,6.808,5.332640694935721
E2,,cPbriGMj7J,26365.0,uncover,1.0,6,6.0,8.597,8.119505963493364
E2,,cPbriGMj7J,26365.0,uncover,1.0,1,1.0,8.58,8.099933701924376
E2,,eaQPMu21DT,26316.0,clear,1.0,0,0.0,6.756,5.321459144340353
E2,,eaQPMu21DT,26316.0,clear,1.0,6,4.47213595499958,6.672,5.277222507774864
E2,,eaQPMu21DT,26316.0,cover,0.0,4,3.1622776601683795,8.328,8.012326235981128
E2,,eaQPMu21DT,26316.0,cover,1.0,4,4.0,8.475,8.159508725396522
E2,,eaQPMu21DT,26316.0,fill,1.0,3,3.0,6.571,5.157423295274205
E2,,eaQPMu21DT,26316.0,fill,1.0,3,3.0,6.708,5.268392593724598
E2,,eaQPMu21DT,26316.0,move,1.0,2,2.0,6.484,5.113608088481542
E2,,eaQPMu21DT,26316.0,move,1.0,3,3.0,6.506,5.099099089379244
E2,,eaQPMu21DT,26316.0,uncover,1.0,4,3.1622776601683795,8.23,7.910390925199442
E2,,eaQPMu21DT,26316.0,uncover,1.0,0,0.0,8.193,7.893006676018289
E2,,eaQPMu21DT,79463.0,clear,1.0,5,4.123105625617661,6.71,5.220372029908637
E2,,eaQPMu21DT,79463.0,clear,1.0,2,1.4142135623730951,6.859,5.329570876244708
E2,,eaQPMu21DT,79463.0,cover,1.0,2,2.0,8.41,7.893118475438728
E2,,eaQPMu21DT,79463.0,cover,1.0,2,2.0,8.252,7.731880275405645
E2,,eaQPMu21DT,79463.0,fill,1.0,3,3.0,6.863,5.349171277466288
E2,,eaQPMu21DT,79463.0,fill,1.0,2,2.0,6.748,5.277862170424636
E2,,eaQPMu21DT,79463.0,move,0.0,1,1.0,6.841,5.33598598191945
E2,,eaQPMu21DT,79463.0,move,1.0,2,1.4142135623730951,6.806,5.309663841135529
E2,,eaQPMu21DT,79463.0,uncover,1.0,4,3.1622776601683795,8.421,7.892847012932129
E2,,eaQPMu21DT,79463.0,uncover,1.0,7,6.082762530298219,8.337,7.809481738048565
E2,,8IGkke8etR,49589.0,clear,1.0,1,1.0,6.721,5.18705863908651
E2,,8IGkke8etR,49589.0,clear,1.0,1,1.0,6.563,5.053840923794021
E2,,8IGkke8etR,49589.0,cover,1.0,2,1.4142135623730951,8.581,8.150770692941393
E2,,8IGkke8etR,49589.0,cover,1.0,4,3.1622776601683795,8.539,8.104883094139684
E2,,8IGkke8etR,49589.0,fill,1.0,3,2.23606797749979,6.499,5.02841752049135
E2,,8IGkke8etR,49589.0,fill,1.0,3,2.23606797749979,6.395,4.9332846325278
E2,,8IGkke8etR,49589.0,move,1.0,3,2.23606797749979,6.531,5.030396482567038
E2,,8IGkke8etR,49589.0,move,1.0,8,7.0710678118654755,6.524,5.044873439207954
E2,,8IGkke8etR,49589.0,uncover,1.0,2,1.4142135623730951,8.58,8.138327912519648
E2,,8IGkke8etR,49589.0,uncover,1.0,4,3.1622776601683795,8.461,8.055828175298709
E2,,SZ4WJ9mFNC,37887.0,clear,1.0,9,8.06225774829855,7.092,5.584982374379879
E2,,SZ4WJ9mFNC,37887.0,clear,1.0,4,3.1622776601683795,7.227,5.718589524384012
E2,,SZ4WJ9mFNC,37887.0,cover,1.0,0,0.0,8.247,7.83571711332435
E2,,SZ4WJ9mFNC,37887.0,cover,1.0,0,0.0,8.095,7.668352151525029
E2,,SZ4WJ9mFNC,37887.0,fill,1.0,5,4.123105625617661,7.039,5.561664838948992
E2,,SZ4WJ9mFNC,37887.0,fill,1.0,3,2.23606797749979,6.984,5.496404049167436
E2,,SZ4WJ9mFNC,37887.0,move,1.0,2,2.0,7.1,5.613667733010563
E2,,SZ4WJ9mFNC,37887.0,move,1.0,7,5.385164807134504,6.988,5.517802264052602
E2,,SZ4WJ9mFNC,37887.0,uncover,1.0,6,5.0990195135927845,8.081,7.6194115276656555
E2,,SZ4WJ9mFNC,37887.0,uncover,0.0,2,1.4142135623730951,8.134,7.684010099482955
E2,,BMqJtZsVYF,29690.0,clear,1.0,2,1.4142135623730951,6.809,5.318334240323981
E2,,BMqJtZsVYF,29690.0,clear,1.0,2,1.4142135623730951,6.838,5.350648734579431
E2,,BMqJtZsVYF,29690.0,cover,1.0,4,4.0,8.57,8.067860094834476
E2,,BMqJtZsVYF,29690.0,cover,1.0,4,4.0,8.777,8.257999254779303
E2,,BMqJtZsVYF,29690.0,fill,1.0,3,2.23606797749979,6.679,5.205730528271569
E2,,BMqJtZsVYF,29690.0,fill,1.0,2,2.0,6.609,5.161762772676898
E2,,BMqJtZsVYF,29690.0,move,0.0,7,5.385164807134504,6.56,5.109393431034185
E2,,BMqJtZsVYF,29690.0,move,1.0,3,2.23606797749979,6.772,5.310018501959043
E2,,BMqJtZsVYF,29690.0,uncover,1.0,2,1.4142135623730951,8.618,8.116169223049264
E2,,BMqJtZsVYF,29690.0,uncover,1.0,2,2.0,8.629,8.125489709180433
E2,,sdhYJDN7id,20272.0,clear,1.0,2,1.4142135623730951,6.643,5.230084894781672
E2,,sdhYJDN7id,20272.0,clear,1.0,2,1.4142135623730951,6.885,5.40428617763744
E2,,sdhYJDN7id,20272.0,cover,1.0,0,0.0,8.103,7.574987871133581
E2,,sdhYJDN7id,20272.0,cover,1.0,1,1.0,8.028,7.512326990361592
E2,,sdhYJDN7id,20272.0,fill,1.0,3,2.23606797749979,6.789,5.321161747280837
E2,,sdhYJDN7id,20272.0,fill,0.0,1,1.0,6.744,5.2913944516063385
E2,,sdhYJDN7id,20272.0,move,1.0,16,15.033296378372908,6.732,5.276739690934219
E2,,sdhYJDN7id,20272.0,move,1.0,4,3.1622776601683795,6.922,5.439467679435742
E2,,sdhYJDN7id,20272.0,uncover,1.0,5,5.0,8.202,7.670802806130432
E2,,sdhYJDN7id,20272.0,uncover,1.0,1,1.0,8.108,7.598762780790365
E2,,aMND5Y2ntv,73406.0,clear,1.0,6,4.47213595499958,6.754,5.366093938015731
E2,,aMND5Y2ntv,73406.0,clear,1.0,1,1.0,6.881,5.477662398822846
E2,,aMND5Y2ntv,73406.0,cover,1.0,1,1.0,8.64,8.15313481667846
E2,,aMND5Y2ntv,73406.0,cover,0.0,1,1.0,8.498,7.981877646966874
E2,,aMND5Y2ntv,73406.0,fill,1.0,6,5.0990195135927845,6.739,5.355404987495165
E2,,aMND5Y2ntv,73406.0,fill,1.0,4,3.1622776601683795,6.824,5.4368047740552665
E2,,aMND5Y2ntv,73406.0,move,1.0,5,4.123105625617661,6.796,5.397590699824608
E2,,aMND5Y2ntv,73406.0,move,1.0,3,2.23606797749979,6.679,5.299742224987832
E2,,aMND5Y2ntv,73406.0,uncover,1.0,1,1.0,8.14,7.661157294312725
E2,,aMND5Y2ntv,73406.0,uncover,1.0,1,1.0,8.609,8.120351415476849
E2,,ipkFaciv1H,80393.0,clear,1.0,5,3.605551275463989,7.098,5.609761345624846
