experiment,ID,anonID,importId,goal_type,first_move_serves_goal,stepwise_salience,euclidean_salience,random_stepwise_salience,random_euclidean_salience
E1,85609.0,,85609.0,clear,1.0,2,1.4142135623730951,6.652,5.40186351871794
E1,85609.0,,85609.0,clear,1.0,2,2.0,6.702,5.405476848722123
E1,85609.0,,85609.0,cover,1.0,11,11.0,8.0,7.536562564629982
E1,85609.0,,85609.0,cover,1.0,5,4.123105625617661,7.846,7.377183838276389
E1,85609.0,,85609.0,fill,1.0,3,2.23606797749979,6.694,5.399261768165243
E1,85609.0,,85609.0,move,1.0,3,3.0,6.631,5.352376133155323
E1,85609.0,,85609.0,uncover,1.0,0,0.0,7.299,6.82789871368959
E1,85609.0,,85609.0,fill,1.0,3,2.23606797749979,6.714,5.432771854141354
E1,85609.0,,85609.0,uncover,1.0,2,1.4142135623730951,7.954,7.468625194066465
E1,26316.0,,26316.0,cover,1.0,3,2.23606797749979,8.508,8.210018742481404
E1,26316.0,,26316.0,clear,1.0,6,4.47213595499958,6.574,5.167954964072769
E1,26316.0,,26316.0,uncover,1.0,4,3.1622776601683795,8.407,8.111180377743594
E1,26316.0,,26316.0,cover,1.0,4,3.1622776601683795,8.093,7.780073504330572
E1,26316.0,,26316.0,fill,1.0,3,3.0,6.661,5.2542910893815895
E1,26316.0,,26316.0,uncover,1.0,9,9.0,8.5,8.217312973176504
E1,26316.0,,26316.0,fill,1.0,3,3.0,6.669,5.268517642421852
E1,26316.0,,26316.0,move,1.0,10,10.0,6.615,5.196008246785126
E1,26316.0,,26316.0,clear,1.0,2,1.4142135623730951,6.816,5.3764163023251115
E1,26316.0,,26316.0,move,1.0,2,2.0,6.688,5.259475591748168
E1,40168.0,,40168.0,fill,0.0,1,1.0,6.969,5.496676347354533
E1,40168.0,,40168.0,fill,0.0,1,1.0,6.811,5.366104260565979
E1,40168.0,,40168.0,move,1.0,5,3.605551275463989,6.855,5.431678020115292
E1,40168.0,,40168.0,clear,1.0,1,1.0,6.777,5.362880702135485
E1,40168.0,,40168.0,uncover,-1.0,10,10.0,8.425,7.953192472308326
E1,40168.0,,40168.0,cover,1.0,2,2.0,7.97,7.513140102180425
E1,40168.0,,40168.0,cover,0.0,13,12.041594578792296,8.121,7.676961847496491
E1,40168.0,,40168.0,uncover,1.0,10,10.0,8.466,7.99236601976493
E1,40168.0,,40168.0,clear,1.0,4,3.1622776601683795,6.779,5.377171976336785
E1,40168.0,,40168.0,move,1.0,4,2.8284271247461903,6.891,5.422883954239038
E1,51310.0,,51310.0,move,1.0,10,7.615773105863909,6.576,5.114700651787989
E1,51310.0,,51310.0,uncover,1.0,1,1.0,9.422,8.857396097479727
E1,51310.0,,51310.0,uncover,1.0,7,6.082762530298219,8.851,8.299935737545354
E1,51310.0,,51310.0,move,1.0,8,6.324555320336759,6.511,5.0511761722969695
E1,51310.0,,51310.0,clear,1.0,6,5.0990195135927845,6.353,4.947345300749644
E1,51310.0,,51310.0,fill,1.0,3,3.0,6.455,5.011442726239923
E1,51310.0,,51310.0,cover,1.0,6,5.0990195135927845,8.938,8.401886607115504
E1,51310.0,,51310.0,clear,1.0,0,0.0,6.32,4.898378259437173
E1,51310.0,,51310.0,cover,1.0,7,6.082762530298219,9.202,8.64753975075773
E1,51310.0,,51310.0,fill,1.0,4,3.1622776601683795,6.286,4.871229066379752
E1,50933.0,,50933.0,fill,1.0,2,2.0,6.977,5.431739779752877
E1,50933.0,,50933.0,move,1.0,2,2.0,7.067,5.49915010518891
E1,50933.0,,50933.0,uncover,1.0,3,3.0,8.067,7.6191554134153225
E1,50933.0,,50933.0,clear,1.0,0,0.0,6.915,5.399908523383963
E1,50933.0,,50933.0,fill,1.0,6,6.0,6.945,5.397385531032904
E1,50933.0,,50933.0,cover,0.0,2,1.4142135623730951,8.305,7.848849671636117
E1,50933.0,,50933.0,uncover,-1.0,1,1.0,8.18,7.710623414936401
E1,50933.0,,50933.0,move,0.0,4,2.8284271247461903,7.04,5.485582678234591
E1,50933.0,,50933.0,cover,0.0,9,9.0,8.27,7.782482106324867
E1,50933.0,,50933.0,clear,1.0,2,1.4142135623730951,6.994,5.469009011948032
E1,37196.0,,37196.0,move,1.0,5,5.0,6.718,5.262906606246327
E1,37196.0,,37196.0,fill,0.0,6,6.0,6.723,5.2571645688448
E1,37196.0,,37196.0,clear,1.0,8,7.0710678118654755,6.736,5.2549063745049445
E1,37196.0,,37196.0,cover,1.0,12,11.045361017187261,7.915,7.435892556340139
E1,37196.0,,37196.0,uncover,1.0,9,9.0,7.973,7.512285956897656
E1,37196.0,,37196.0,fill,1.0,4,3.1622776601683795,6.598,5.154642130027371
E1,37196.0,,37196.0,move,1.0,12,11.045361017187261,6.489,5.077653041664192
E1,37196.0,,37196.0,clear,1.0,1,1.0,6.657,5.2031346935626654
E1,37196.0,,37196.0,cover,1.0,3,3.0,8.198,7.72438607320227
E1,37196.0,,37196.0,uncover,1.0,3,3.0,8.117,7.650214323478225
E1,79463.0,,79463.0,uncover,1.0,7,6.082762530298219,8.223,7.70046368385085
E1,79463.0,,79463.0,move,1.0,8,8.0,6.866,5.338028134227994
E1,79463.0,,79463.0,fill,1.0,3,3.0,6.897,5.369900662598852
E1,79463.0,,79463.0,clear,1.0,2,1.4142135623730951,6.8,5.2929556742059125
E1,79463.0,,79463.0,uncover,1.0,14,14.0,8.175,7.640430739068711
E1,79463.0,,79463.0,fill,1.0,3,2.23606797749979,7.004,5.492942078320858
E1,79463.0,,79463.0,move,1.0,2,1.4142135623730951,6.831,5.291278092302534
E1,79463.0,,79463.0,clear,1.0,5,4.123105625617661,6.941,5.40896754920369
E1,79463.0,,79463.0,cover,1.0,2,1.4142135623730951,8.286,7.744398018786909
E1,79463.0,,79463.0,cover,1.0,7,6.082762530298219,8.088,7.565990906024081
E1,27392.0,,27392.0,move,1.0,3,2.23606797749979,7.129,5.6877842729191235
E1,27392.0,,27392.0,fill,1.0,4,3.1622776601683795,7.18,5.713155542552702
E1,27392.0,,27392.0,cover,1.0,15,15.0,8.266,7.8232420054624985
E1,27392.0,,27392.0,uncover,1.0,1,1.0,8.598,8.103674153992522
E1,27392.0,,27392.0,uncover,1.0,11,11.0,8.455,8.008450489805337
E1,27392.0,,27392.0,move,1.0,5,3.605551275463989,7.062,5.616541137188164
E1,27392.0,,27392.0,clear,1.0,1,1.0,7.058,5.605691483006758
E1,27392.0,,27392.0,clear,1.0,1,1.0,7.132,5.635441920632695
E1,27392.0,,27392.0,fill,1.0,2,2.0,7.07,5.614821208514859
E1,27392.0,,27392.0,cover,1.0,10,10.0,8.463,7.973429689936886
E1,80393.0,,80393.0,cover,1.0,5,5.0,8.373,7.960966533076016
E1,80393.0,,80393.0,uncover,1.0,13,12.041594578792296,8.754,8.279178455553742
E1,80393.0,,80393.0,clear,1.0,1,1.0,6.814,5.3881042007450946
E1,80393.0,,80393.0,move,1.0,4,4.0,6.859,5.431964981187828
E1,80393.0,,80393.0,cover,1.0,5,5.0,8.631,8.222832748279215
E1,80393.0,,80393.0,fill,1.0,3,2.23606797749979,6.887,5.454102668907272
E1,80393.0,,80393.0,fill,1.0,3,2.23606797749979,6.969,5.52489079509636
E1,80393.0,,80393.0,clear,1.0,4,2.8284271247461903,6.951,5.4838059483902875
E1,80393.0,,80393.0,move,1.0,4,3.1622776601683795,6.802,5.371449552482267
E1,80393.0,,80393.0,uncover,1.0,0,0.0,8.471,8.011824930298419
E1,94317.0,,94317.0,move,1.0,7,6.082762530298219,6.215,4.8348138584974
E1,94317.0,,94317.0,cover,1.0,1,1.0,7.141,6.881016767005878
E1,94317.0,,94317.0,cover,1.0,2,1.4142135623730951,6.991,6.717155567195048
E1,94317.0,,94317.0,uncover,1.0,1,1.0,7.006,6.725554682267861
E1,94317.0,,94317.0,clear,1.0,6,4.47213595499958,6.13,4.772806665412476
E1,94317.0,,94317.0,fill,1.0,8,7.0710678118654755,6.224,4.852818960959429
E1,94317.0,,94317.0,clear,1.0,1,1.0,6.241,4.876445859924448
E1,94317.0,,94317.0,fill,1.0,3,3.0,6.337,4.959516733315994
E1,94317.0,,94317.0,move,1.0,7,6.082762530298219,6.321,4.943710613898058
E1,94317.0,,94317.0,uncover,1.0,2,1.4142135623730951,7.189,6.933136333332285
E1,70176.0,,70176.0,fill,1.0,3,3.0,6.45,5.1100697935781465
E1,70176.0,,70176.0,fill,1.0,3,2.23606797749979,6.627,5.238436094261357
E1,70176.0,,70176.0,move,1.0,2,2.0,6.752,5.357486992883984
E1,70176.0,,70176.0,clear,1.0,0,0.0,6.748,5.377215330356443
E1,70176.0,,70176.0,uncover,1.0,1,1.0,7.851,7.375350665352471
E1,70176.0,,70176.0,cover,1.0,5,4.123105625617661,7.927,7.454266798259756
E1,70176.0,,70176.0,clear,1.0,0,0.0,6.765,5.3790575972174
E1,70176.0,,70176.0,uncover,1.0,7,7.0,7.961,7.475920817674752
E1,70176.0,,70176.0,move,1.0,10,9.055385138137417,6.746,5.368904246222828
E1,70176.0,,70176.0,cover,1.0,1,1.0,8.212,7.711157202053242
E1,53968.0,,53968.0,cover,0.0,13,13.0,8.183,7.6108011943612945
E1,53968.0,,53968.0,clear,1.0,1,1.0,6.156,4.761435812818051
E1,53968.0,,53968.0,fill,1.0,3,2.23606797749979,6.065,4.695294016907795
E1,53968.0,,53968.0,move,1.0,4,3.1622776601683795,6.234,4.823045473020836
E1,53968.0,,53968.0,cover,1.0,5,4.123105625617661,8.088,7.507092896460805
E1,53968.0,,53968.0,uncover,1.0,9,8.06225774829855,8.184,7.604449431122473
E1,53968.0,,53968.0,uncover,1.0,5,5.0,8.067,7.504431279288866
E1,53968.0,,53968.0,move,1.0,3,2.23606797749979,6.334,4.9109427863853705
E1,53968.0,,53968.0,clear,1.0,8,6.324555320336759,6.252,4.839687997387724
E1,53968.0,,53968.0,fill,1.0,4,4.0,6.1,4.720700364636311
E1,73406.0,,73406.0,fill,1.0,16,15.033296378372908,6.59,5.226714760313269
E1,73406.0,,73406.0,cover,0.0,1,1.0,8.475,7.985503655787404
E1,73406.0,,73406.0,move,1.0,3,2.23606797749979,6.762,5.374883928707134
E1,73406.0,,73406.0,uncover,1.0,1,1.0,8.38,7.886286390092402
E1,73406.0,,73406.0,move,1.0,5,3.605551275463989,6.873,5.467338361100043
E1,73406.0,,73406.0,clear,1.0,6,4.47213595499958,6.718,5.320300678032397
E1,73406.0,,73406.0,uncover,1.0,1,1.0,8.32,7.839057263836789
E1,73406.0,,73406.0,clear,1.0,1,1.0,6.834,5.437269833446022
E1,73406.0,,73406.0,fill,1.0,3,3.0,6.791,5.390722299644893
E1,73406.0,,73406.0,cover,1.0,1,1.0,8.337,7.856820858031174
E1,16229.0,,16229.0,uncover,1.0,6,6.0,8.045,7.719195293759421
E1,16229.0,,16229.0,clear,1.0,1,1.0,6.835,5.3371610609256255
E1,16229.0,,16229.0,cover,1.0,16,16.0,8.372,8.007950639894803
E1,16229.0,,16229.0,cover,1.0,1,1.0,7.836,7.485693510732203
E1,16229.0,,16229.0,clear,1.0,10,7.615773105863909,6.851,5.339789873540514
E1,16229.0,,16229.0,uncover,1.0,7,7.0,8.014,7.648194827409312
E1,16229.0,,16229.0,move,1.0,3,3.0,6.955,5.439617334375734
E1,16229.0,,16229.0,fill,1.0,3,2.23606797749979,7.019,5.488027696223571
E1,16229.0,,16229.0,fill,1.0,3,3.0,6.911,5.412979101009362
E1,16229.0,,16229.0,move,1.0,13,13.0,7.161,5.586323215539017
E1,58601.0,,58601.0,uncover,1.0,3,3.0,8.683,8.39493373922978
E1,58601.0,,58601.0,cover,1.0,1,1.0,8.055,7.775514467133399
E1,58601.0,,58601.0,move,1.0,7,5.385164807134504,7.012,5.545315146861618
E1,58601.0,,58601.0,move,1.0,5,5.0,6.898,5.436774297604115
E1,58601.0,,58601.0,fill,1.0,7,7.0,7.001,5.508951347952689
E1,58601.0,,58601.0,clear,1.0,7,6.082762530298219,6.974,5.488265322559269
E1,58601.0,,58601.0,uncover,1.0,2,2.0,8.384,8.103004693879974
E1,58601.0,,58601.0,clear,1.0,2,2.0,7.034,5.532741548684722
E1,58601.0,,58601.0,cover,1.0,2,1.4142135623730951,8.419,8.162731852406797
E1,58601.0,,58601.0,fill,1.0,8,7.0710678118654755,7.101,5.581399040000493
E1,28567.0,,28567.0,fill,1.0,5,4.123105625617661,6.755,5.381225114707806
E1,28567.0,,28567.0,move,1.0,2,2.0,6.699,5.320980578115046
E1,28567.0,,28567.0,fill,1.0,3,2.23606797749979,6.637,5.289907601920211
E1,28567.0,,28567.0,uncover,1.0,5,5.0,8.342,7.911190839193252
E1,28567.0,,28567.0,cover,1.0,2,1.4142135623730951,8.422,7.990502377239119
E1,28567.0,,28567.0,clear,1.0,5,4.123105625617661,6.642,5.322253757368847
E1,28567.0,,28567.0,clear,1.0,2,1.4142135623730951,6.648,5.288520188065327
E1,28567.0,,28567.0,uncover,1.0,12,11.045361017187261,8.261,7.858637869887062
E1,28567.0,,28567.0,move,1.0,7,7.0,6.664,5.315938768674941
E1,28567.0,,28567.0,cover,1.0,8,8.0,8.517,8.110967624884216
E1,47326.0,,47326.0,cover,-1.0,2,2.0,8.658,8.150500601484602
E1,47326.0,,47326.0,move,0.0,2,1.4142135623730951,6.559,5.043550240842396
E1,47326.0,,47326.0,uncover,0.0,4,3.1622776601683795,8.513,8.026721254308978
E1,47326.0,,47326.0,cover,1.0,6,6.0,8.659,8.173171017605448
E1,47326.0,,47326.0,clear,1.0,1,1.0,6.552,5.035622994176804
E1,47326.0,,47326.0,move,1.0,3,2.23606797749979,6.582,5.073405897109881
E1,47326.0,,47326.0,clear,1.0,1,1.0,6.549,5.015035329979492
E1,47326.0,,47326.0,fill,1.0,4,3.1622776601683795,6.556,5.032332047920476
E1,47326.0,,47326.0,fill,1.0,4,4.0,6.65,5.1218992353641815
E1,47326.0,,47326.0,uncover,1.0,8,7.0710678118654755,8.827,8.316454994364001
E1,37887.0,,37887.0,uncover,1.0,2,1.4142135623730951,8.004,7.557796777063844
E1,37887.0,,37887.0,cover,1.0,2,2.0,8.128,7.674290293516065
E1,37887.0,,37887.0,clear,1.0,6,4.242640687119285,7.109,5.613009874777713
E1,37887.0,,37887.0,move,1.0,7,5.385164807134504,7.128,5.629798807914741
E1,37887.0,,37887.0,fill,1.0,2,2.0,7.071,5.5931552691150825
E1,37887.0,,37887.0,cover,1.0,5,4.123105625617661,8.35,7.9160517965225825
E1,37887.0,,37887.0,uncover,1.0,6,5.0990195135927845,8.086,7.647028409901333
E1,37887.0,,37887.0,move,1.0,2,2.0,7.027,5.559344343468037
E1,37887.0,,37887.0,clear,1.0,3,2.23606797749979,7.256,5.759472243129027
E1,37887.0,,37887.0,fill,1.0,8,7.0710678118654755,7.156,5.674304719639928
E1,64140.0,,64140.0,cover,1.0,2,1.4142135623730951,8.155,7.7329385774956405
E1,64140.0,,64140.0,uncover,1.0,2,2.0,8.27,7.78443338949034
E1,64140.0,,64140.0,uncover,1.0,5,5.0,8.078,7.626852715371771
E1,64140.0,,64140.0,move,1.0,5,4.123105625617661,7.004,5.490361221050358
E1,64140.0,,64140.0,fill,1.0,3,2.23606797749979,6.819,5.326396328043231
E1,64140.0,,64140.0,clear,1.0,2,1.4142135623730951,6.814,5.338102275932086
E1,64140.0,,64140.0,cover,1.0,1,1.0,8.267,7.795291191786573
E1,64140.0,,64140.0,move,1.0,11,8.54400374531753,6.912,5.3860137519397595
E1,64140.0,,64140.0,fill,1.0,5,4.123105625617661,6.949,5.447059752049783
E1,64140.0,,64140.0,clear,1.0,1,1.0,6.765,5.28458209256089
E1,79869.0,,79869.0,fill,1.0,6,5.0990195135927845,6.786,5.236394139653625
E1,79869.0,,79869.0,cover,1.0,14,14.0,8.573,8.131797691133453
E1,79869.0,,79869.0,uncover,1.0,14,14.0,8.409,7.970287647765715
E1,79869.0,,79869.0,cover,1.0,6,6.0,8.592,8.186450474586689
E1,79869.0,,79869.0,move,1.0,3,2.23606797749979,6.756,5.2154981114681345
E1,79869.0,,79869.0,uncover,1.0,8,7.0710678118654755,8.409,7.978724775278421
E1,79869.0,,79869.0,fill,1.0,3,2.23606797749979,6.864,5.3035086532300255
E1,79869.0,,79869.0,move,1.0,2,2.0,6.804,5.258287314749432
E1,79869.0,,79869.0,clear,1.0,2,1.4142135623730951,7.05,5.457911467144209
E1,79869.0,,79869.0,clear,1.0,1,1.0,6.805,5.2454594529564496
E1,58692.0,,58692.0,cover,1.0,4,3.1622776601683795,8.687,8.404291080758592
E1,58692.0,,58692.0,fill,1.0,2,2.0,6.822,5.484396870463902
E1,58692.0,,58692.0,move,1.0,2,2.0,6.7,5.393352217829266
E1,58692.0,,58692.0,move,1.0,8,8.0,6.753,5.425656155783354
E1,58692.0,,58692.0,fill,1.0,4,4.0,6.705,5.375257131180542
E1,58692.0,,58692.0,cover,1.0,6,6.0,8.541,8.260555578136772
E1,58692.0,,58692.0,uncover,1.0,16,16.0,8.681,8.409950114076729
E1,58692.0,,58692.0,clear,1.0,7,6.082762530298219,6.752,5.43165135398555
E1,58692.0,,58692.0,uncover,1.0,12,12.0,8.65,8.367614816293155
E1,58692.0,,58692.0,clear,1.0,0,0.0,6.721,5.394119325597121
E1,91733.0,,91733.0,uncover,1.0,13,12.041594578792296,8.014,7.571768447811401
E1,91733.0,,91733.0,fill,1.0,6,5.0990195135927845,6.808,5.4043262841033926
E1,91733.0,,91733.0,move,1.0,3,3.0,6.771,5.357247508485611
E1,91733.0,,91733.0,clear,1.0,6,4.47213595499958,6.655,5.291458999491855
E1,91733.0,,91733.0,clear,1.0,1,1.0,6.816,5.4022566408383055
E1,91733.0,,91733.0,fill,1.0,4,3.1622776601683795,6.909,5.477207163654235
E1,91733.0,,91733.0,uncover,1.0,2,2.0,8.191,7.721647331793456
E1,91733.0,,91733.0,move,1.0,5,4.123105625617661,6.861,5.447594148696282
E1,91733.0,,91733.0,cover,1.0,9,8.06225774829855,8.22,7.740526219205778
E1,91733.0,,91733.0,cover,1.0,6,6.0,8.363,7.875582999254615
E1,39277.0,,39277.0,clear,1.0,1,1.0,7.147,5.560220622095688
E1,39277.0,,39277.0,uncover,0.0,9,8.06225774829855,7.991,7.532669074295089
E1,39277.0,,39277.0,cover,0.0,6,5.0990195135927845,8.068,7.560618460837983
E1,39277.0,,39277.0,move,1.0,8,7.0710678118654755,6.973,5.415452371646635
E1,39277.0,,39277.0,uncover,1.0,1,1.0,8.279,7.800049633947436
E1,39277.0,,39277.0,cover,1.0,6,5.0990195135927845,8.323,7.851218300064349
E1,39277.0,,39277.0,move,1.0,7,5.0,7.115,5.559475385463565
E1,39277.0,,39277.0,clear,1.0,3,2.23606797749979,6.862,5.311794060043021
E1,39277.0,,39277.0,fill,1.0,3,2.23606797749979,6.887,5.334094894327609
E1,39277.0,,39277.0,fill,1.0,3,2.23606797749979,7.05,5.502518253972697
E1,36088.0,,36088.0,move,1.0,2,2.0,6.805,5.297267284442271
E1,36088.0,,36088.0,uncover,1.0,16,15.033296378372908,8.258,7.805800225311869
E1,36088.0,,36088.0,fill,0.0,13,12.041594578792296,6.829,5.332253857958973
E1,36088.0,,36088.0,uncover,1.0,7,7.0,8.079,7.621256291587026
E1,36088.0,,36088.0,cover,1.0,16,16.0,8.082,7.629580157700473
E1,36088.0,,36088.0,fill,1.0,2,2.0,6.791,5.296121665333972
E1,36088.0,,36088.0,clear,1.0,5,3.605551275463989,6.88,5.3659121840741575
E1,36088.0,,36088.0,clear,1.0,0,0.0,6.725,5.262336578139946
E1,36088.0,,36088.0,move,1.0,2,2.0,6.938,5.414964247602516
E1,36088.0,,36088.0,cover,1.0,10,10.0,8.058,7.619065278277915
E1,74045.0,,74045.0,uncover,0.0,1,1.0,8.444,7.751845362753885
E1,74045.0,,74045.0,cover,1.0,2,2.0,8.293,7.599713703888415
E1,74045.0,,74045.0,clear,1.0,2,1.4142135623730951,6.938,5.498020477383699
E1,74045.0,,74045.0,cover,1.0,1,1.0,8.15,7.473990602717845
E1,74045.0,,74045.0,move,1.0,3,3.0,6.99,5.537215771138064
E1,74045.0,,74045.0,uncover,1.0,12,11.045361017187261,8.426,7.727930988210211
E1,74045.0,,74045.0,fill,1.0,3,2.23606797749979,6.999,5.548594802636164
E1,74045.0,,74045.0,move,1.0,4,3.1622776601683795,6.891,5.469159492307711
E1,74045.0,,74045.0,fill,1.0,7,6.082762530298219,6.946,5.477258009664122
E1,74045.0,,74045.0,clear,1.0,1,1.0,6.936,5.490290569226729
E1,26027.0,,26027.0,uncover,1.0,10,9.055385138137417,8.211,7.6927823054675715
E1,26027.0,,26027.0,clear,1.0,2,1.4142135623730951,6.885,5.356354532505826
E1,26027.0,,26027.0,uncover,1.0,5,5.0,8.03,7.525987059560553
E1,26027.0,,26027.0,clear,1.0,4,2.8284271247461903,7.073,5.51285842084197
E1,26027.0,,26027.0,fill,1.0,3,2.23606797749979,6.951,5.40931018084495
E1,26027.0,,26027.0,cover,1.0,8,7.0710678118654755,8.106,7.60549671493896
E1,26027.0,,26027.0,cover,1.0,8,7.0710678118654755,8.004,7.5220058410654955
E1,26027.0,,26027.0,move,1.0,6,6.0,6.89,5.382277143137232
E1,26027.0,,26027.0,move,1.0,3,2.23606797749979,6.985,5.447938087618251
E1,26027.0,,26027.0,fill,1.0,5,4.123105625617661,6.958,5.42845037782418
E1,35291.0,,35291.0,clear,1.0,1,1.0,6.847,5.50029079134689
E1,35291.0,,35291.0,uncover,1.0,3,2.23606797749979,8.152,7.550957430293943
E1,35291.0,,35291.0,move,1.0,7,6.082762530298219,6.824,5.472148881800026
E1,35291.0,,35291.0,cover,1.0,2,1.4142135623730951,8.053,7.469050778539222
E1,35291.0,,35291.0,fill,1.0,4,4.0,6.851,5.510189649034756
E1,35291.0,,35291.0,clear,1.0,5,4.123105625617661,6.765,5.437421043116368
E1,35291.0,,35291.0,fill,1.0,4,3.1622776601683795,6.925,5.553356579964496
E1,35291.0,,35291.0,cover,1.0,12,11.045361017187261,8.157,7.595550320596351
E1,35291.0,,35291.0,uncover,1.0,5,4.123105625617661,7.923,7.338231741604801
E1,35291.0,,35291.0,move,1.0,4,4.0,6.859,5.491884502697375
E1,49030.0,,49030.0,uncover,1.0,6,6.0,8.054,7.745421261446612
E1,49030.0,,49030.0,uncover,1.0,5,5.0,8.187,7.874898478578316
E1,49030.0,,49030.0,move,0.0,2,1.4142135623730951,6.298,4.879972752330901
E1,49030.0,,49030.0,cover,1.0,12,12.0,8.127,7.822610384818259
E1,49030.0,,49030.0,cover,1.0,2,1.4142135623730951,8.177,7.879906646175479
E1,49030.0,,49030.0,clear,1.0,0,0.0,6.276,4.8864211845200805
E1,49030.0,,49030.0,fill,1.0,2,2.0,6.244,4.834173950589625
E1,49030.0,,49030.0,clear,1.0,2,1.4142135623730951,6.266,4.874559866090213
E1,49030.0,,49030.0,move,1.0,5,4.123105625617661,6.326,4.912346009182374
E1,49030.0,,49030.0,fill,1.0,3,2.23606797749979,6.331,4.929293157611897
E1,55983.0,,55983.0,move,1.0,7,6.082762530298219,6.875,5.458777435523773
E1,55983.0,,55983.0,clear,1.0,7,6.082762530298219,6.828,5.425273970337256
E1,55983.0,,55983.0,fill,1.0,12,11.045361017187261,6.856,5.440382303934954
E1,55983.0,,55983.0,clear,1.0,1,1.0,6.721,5.315767037936408
E1,55983.0,,55983.0,fill,1.0,2,2.0,6.759,5.377081940387011
E1,55983.0,,55983.0,cover,1.0,5,5.0,8.723,8.300507655080587
E1,55983.0,,55983.0,move,1.0,5,4.123105625617661,6.765,5.368610831589891
E1,55983.0,,55983.0,cover,1.0,7,7.0,8.383,7.995868064627941
E1,55983.0,,55983.0,uncover,1.0,2,1.4142135623730951,8.011,7.596521976574418
E1,55983.0,,55983.0,uncover,1.0,5,5.0,8.378,7.964626533120534
E1,71814.0,,71814.0,clear,1.0,1,1.0,6.558,5.044216244349993
E1,71814.0,,71814.0,fill,1.0,3,3.0,6.542,5.014627683870175
E1,71814.0,,71814.0,cover,0.0,16,15.033296378372908,7.877,7.481369578893664
E1,71814.0,,71814.0,move,0.0,0,0.0,6.43,4.934121823958955
E1,71814.0,,71814.0,cover,1.0,8,7.0710678118654755,7.671,7.3000835462983
E1,71814.0,,71814.0,fill,1.0,3,2.23606797749979,6.507,5.008438319318815
E1,71814.0,,71814.0,uncover,1.0,13,13.0,7.763,7.386760451281373
E1,71814.0,,71814.0,clear,1.0,1,1.0,6.602,5.081704288068109
E1,71814.0,,71814.0,uncover,1.0,9,9.0,7.577,7.198318456878732
E1,71814.0,,71814.0,move,0.0,4,3.1622776601683795,6.544,5.0327013753344705
E1,22765.0,,22765.0,fill,1.0,2,2.0,6.914,5.353630870248721
E1,22765.0,,22765.0,cover,0.0,15,14.035668847618199,7.982,7.5075415894437905
E1,22765.0,,22765.0,uncover,1.0,0,0.0,8.344,7.869236202848831
E1,22765.0,,22765.0,fill,1.0,4,4.0,6.878,5.355795317016302
E1,22765.0,,22765.0,clear,1.0,1,1.0,6.726,5.240289643003307
E1,22765.0,,22765.0,move,0.0,1,1.0,6.848,5.331333383097457
E1,22765.0,,22765.0,clear,1.0,6,4.47213595499958,6.816,5.284136090417487
E1,22765.0,,22765.0,cover,1.0,13,12.041594578792296,8.114,7.621533584541008
E1,22765.0,,22765.0,uncover,0.0,13,13.0,8.06,7.600261587175801
E1,22765.0,,22765.0,move,0.0,1,1.0,6.772,5.248936088737683
E1,93884.0,,93884.0,clear,1.0,1,1.0,6.158,4.835154707508994
E1,93884.0,,93884.0,move,1.0,11,10.04987562112089,6.112,4.805900993011112
E1,93884.0,,93884.0,cover,1.0,5,5.0,7.238,6.8281800000829245
E1,93884.0,,93884.0,clear,1.0,4,2.8284271247461903,6.282,4.9277305946941885
E1,93884.0,,93884.0,uncover,1.0,13,12.041594578792296,7.066,6.671484589307752
E1,93884.0,,93884.0,uncover,1.0,13,12.041594578792296,7.3,6.910920933689573
E1,93884.0,,93884.0,fill,1.0,3,2.23606797749979,6.23,4.914059589391997
E1,93884.0,,93884.0,cover,1.0,3,2.23606797749979,7.231,6.836205999210609
E1,93884.0,,93884.0,fill,1.0,2,2.0,6.124,4.812382343187975
E1,93884.0,,93884.0,move,1.0,14,13.038404810405298,6.41,5.046374981429205
E1,89675.0,,89675.0,move,1.0,5,4.123105625617661,6.44,5.0183106394892265
E1,89675.0,,89675.0,clear,1.0,1,1.0,6.586,5.149135298374222
E1,89675.0,,89675.0,fill,1.0,3,3.0,6.43,4.990831419800569
E1,89675.0,,89675.0,cover,1.0,4,4.0,7.421,7.0649575093194725
E1,89675.0,,89675.0,fill,1.0,3,3.0,6.538,5.102119641676012
E1,89675.0,,89675.0,cover,1.0,6,5.0990195135927845,7.715,7.318706310669082
E1,89675.0,,89675.0,uncover,1.0,1,1.0,7.435,7.050840233402098
E1,89675.0,,89675.0,clear,1.0,1,1.0,6.443,5.041830731205853
E1,89675.0,,89675.0,uncover,1.0,1,1.0,7.412,7.033471236950257
E1,89675.0,,89675.0,move,1.0,4,3.1622776601683795,6.406,5.011256419039432
E1,86933.0,,86933.0,fill,0.0,1,1.0,6.761,5.348795637952811
E1,86933.0,,86933.0,clear,1.0,1,1.0,6.52,5.177443233981253
E1,86933.0,,86933.0,uncover,1.0,0,0.0,8.472,8.014443123325304
E1,86933.0,,86933.0,clear,1.0,1,1.0,6.716,5.310569774400474
E1,86933.0,,86933.0,move,1.0,6,6.0,6.593,5.2414924057305585
E1,86933.0,,86933.0,cover,1.0,2,1.4142135623730951,8.913,8.474344232891005
E1,86933.0,,86933.0,cover,1.0,0,0.0,9.003,8.545574127767493
E1,86933.0,,86933.0,move,0.0,6,4.47213595499958,6.622,5.248259270799542
