"ID","goal_type","model","parameter1","parameter2","NLL"
"26027","move","literal",41.0608347746622,NA,45.0964363383821
"26027","move","pragmatic",0.723885572260253,0.945254406930687,72.4881361314711
"26027","uncover","sal_prag",0.848095742687775,1.50205849645817,95.5582347437117
"26027","uncover","literal",41.0608347746622,NA,100.620948888393
"26027","uncover","pragmatic",0.735825532737952,0.0108015865110653,111.180953833725
"26316","clear","sal_prag",1.29633821516075,1.03419466468806,44.9046444363407
"26316","clear","literal",45.5957533772284,NA,31.5869227400667
"26316","clear","pragmatic",1.54420259064729,30.6823386960351,47.1276369485446
"26316","cover","sal_prag",1.17291711965584,1.04344122283772,37.055414591829
"26316","cover","literal",45.5957533772284,NA,27.6451059306457
"26316","cover","pragmatic",0.181105033265772,0.15433304733957,44.5327069166048
"26316","fill","sal_prag",0.985028967865848,0.747411453803914,66.2272101174263
"26316","fill","literal",45.5957533772284,NA,46.7787288365539
"26316","fill","pragmatic",0.965203347304592,0.888887605998237,72.5304862282697
"26316","move","sal_prag",1.07712463091181,0.822259787786167,63.0145605184153
"26316","move","literal",45.5957533772284,NA,38.0187572353055
"26316","move","pragmatic",0.830728791621469,0.746475871636002,72.6839730825645
"26316","uncover","sal_prag",70.1722561041193,217.294939954747,57.5288893032041
"26316","uncover","literal",45.5957533772284,NA,85.305075187563
"26316","uncover","pragmatic",0.438410371601763,0.781296845939684,68.1649887374528
"26365","clear","sal_prag",1.36122373885991,1.44155211592437,52.5105833129728
"26365","clear","literal",40.7601555188627,NA,35.0289421162491
"26365","clear","pragmatic",0.26532123650629,0.746694812140261,55.9180611112194
"26365","cover","sal_prag",0.820662426344573,0.654864172414413,55.1187571104671
"26365","cover","literal",40.7601555188627,NA,35.467697346889
"26365","cover","pragmatic",0.463735893692547,0.953258382907066,61.1075192916625
"26365","fill","sal_prag",1.24999873007968,0.849895636607192,74.1243473802251
"26365","fill","literal",40.7601555188627,NA,51.9946690419417
"26365","fill","pragmatic",0.420875299285565,0.516172578133649,83.4608240054925
"26365","move","sal_prag",1.28669919947389,1.44516825458268,75.3954019429858
"26365","move","literal",40.7601555188627,NA,52.4038727715571
"26365","move","pragmatic",0.374685554408929,0.0448914499504008,83.2441750436724
"26365","uncover","sal_prag",1.15056932198164,0.805461288970968,41.3911722707042
"26365","uncover","literal",40.7601555188627,NA,26.1755052857667
"26365","uncover","pragmatic",0.246323141503853,0.0407952182684947,45.3864997596318
"27371","clear","sal_prag",0.429667056641985,0.6642198385872,74.9941029595775
"27371","clear","literal",40.7430316750604,NA,50.6552457221544
"27371","clear","pragmatic",0.701046215110617,0.56682950828245,76.2821462382932
"27371","cover","sal_prag",1.0337273136751,0.71386672899949,40.5748681221986
"27371","cover","literal",40.7430316750604,NA,28.4692793295439
"27371","cover","pragmatic",0.426059243794722,0.277846362173484,44.2864406512644
"27371","fill","sal_prag",0.65219242994495,0.607089169013155,67.6776468947682
"27371","fill","literal",40.7430316750604,NA,40.2347598216619
"27371","fill","pragmatic",0.170732250597687,0.407019777337383,70.3366476985558
"27371","move","sal_prag",1.69078383257149,1.50865589822512,75.6230113480331
"27371","move","literal",40.7430316750604,NA,132.245299575517
"27371","move","pragmatic",0.507745494602863,0.399865600012731,84.0878765195819
"27371","uncover","sal_prag",0.945281574261984,0.999492844995996,91.2962345548352
"27371","uncover","literal",40.7430316750604,NA,102.391176151227
"27371","uncover","pragmatic",0.470782853078117,0.694685922694419,100.438113618117
"27392","clear","sal_prag",-0.135696543681315,0.246433059429582,36.7564516481158
"27392","clear","literal",48.0780781022159,NA,24.7370949235078
"27392","clear","pragmatic",0.300804112530972,0.346874585809355,39.2797874850144
"27392","cover","sal_prag",1.18954225966295,0.885378176622286,40.0459280779917
"27392","cover","literal",48.0780781022159,NA,29.0731531014299
"27392","cover","pragmatic",0.0884993146788274,0.912981148008698,49.8300709315944
"27392","fill","sal_prag",0.69351904581249,1.27552209840742,88.3335172056355
"27392","fill","literal",48.0780781022159,NA,55.2076825530924
"27392","fill","pragmatic",0.477600574291217,0.154338477520705,91.0750663507654
"27392","move","sal_prag",1.4879932810927,1.00456029099544,54.7868455035312
"27392","move","literal",48.0780781022159,NA,37.5418339017831
"27392","move","pragmatic",0.377146590826067,0.128068716452058,61.7618057934346
"27392","uncover","sal_prag",-0.159311577538067,0.444726196216376,64.2656840840976
"27392","uncover","literal",48.0780781022159,NA,84.2784698310854
"27392","uncover","pragmatic",1.57321198638751,8.80270833361956,65.9532693712262
"28567","clear","sal_prag",1.20794985163537,1.12182981564625,57.073778160422
"28567","clear","literal",39.9160148325687,NA,41.3974722969436
"28567","clear","pragmatic",0.238654376211411,0.234221524300437,61.2759434101038
"28567","cover","sal_prag",0.949081291952925,0.922081709837062,52.228782095907
"28567","cover","literal",39.9160148325687,NA,34.7629946404161
"28567","cover","pragmatic",0.226427801386828,0.124914446763173,55.9174595558463
"28567","fill","sal_prag",1.21633683519664,1.03680962086626,81.7963319851929
"28567","fill","literal",39.9160148325687,NA,63.1639250034197
"28567","fill","pragmatic",0.197596868440966,0.526537322421012,99.6320933529475
"28567","move","sal_prag",1.49015436302834,1.35591160293783,43.0323078909612
"28567","move","literal",39.9160148325687,NA,27.2729008345069
"28567","move","pragmatic",0.687551415542727,0.954741217072806,54.9614967069859
"28567","uncover","sal_prag",-1.02335231216809,8.24959016213127,53.0127887658567
"28567","uncover","literal",39.9160148325687,NA,31.3459892808049
"28567","uncover","pragmatic",0.377634698232985,0.870956383828622,56.1311784916686
"29499","clear","sal_prag",1.69452665647353,1.36991188102653,34.0175592142102
"29499","clear","literal",53.7829993044292,NA,25.6238576674805
"29499","clear","pragmatic",0.963614863204013,0.872993063685907,38.6100284819735
"29499","cover","sal_prag",1.43859950523078,1.96870807541769,41.4156296492996
"29499","cover","literal",53.7829993044292,NA,24.6734268896566
"29499","cover","pragmatic",0.293764294599311,0.803296787199724,44.0019530200249
"29499","fill","sal_prag",0.981789042806454,0.677391160229074,75.0279350512431
"29499","fill","literal",53.7829993044292,NA,104.714598658953
"29499","fill","pragmatic",0.270656303851474,0.681521389084513,81.8094008365693
"29499","move","sal_prag",1.07007284834191,1.19687952120182,111.481346826449
"29499","move","literal",53.7829993044292,NA,395.220270719023
"29499","move","pragmatic",0.671985288520811,0.698847367089445,115.315204326176
"29499","uncover","sal_prag",1.01597993602558,0.977794621802949,46.8538524642586
"29499","uncover","literal",53.7829993044292,NA,31.0583072083531
"29499","uncover","pragmatic",0.173435140358886,0.844242309863014,55.6233350732343
"29690","clear","sal_prag",-1.34885239433467,2.19693798462013e-09,23.2332789029274
"29690","clear","literal",40.9328509027988,NA,17.5292350520753
"29690","clear","pragmatic",0.858405923113729,0.331443750339172,27.9196162329065
"29690","cover","sal_prag",1.30367829038617,1.12714797254481,44.7292429317668
"29690","cover","literal",40.9328509027988,NA,111.412818057621
"29690","cover","pragmatic",0.962789963116453,91.785650487684,40.9968405113307
"29690","fill","sal_prag",0.487222761904993,0.646181063249817,88.4923962694724
"29690","fill","literal",40.9328509027988,NA,56.0273924569608
"29690","fill","pragmatic",0.882414557365161,0.349975896582301,91.3910987391194
"29690","move","sal_prag",3.02766637635421,3.0056787138081,50.0421283255264
"29690","move","literal",40.9328509027988,NA,30.4658375955466
"29690","move","pragmatic",0.334265173739034,0.828679760472106,55.9177123533795
"29690","uncover","sal_prag",-0.180386430521511,0.259498705318187,63.4832487784507
"29690","uncover","literal",40.9328509027988,NA,40.9005414614964
"29690","uncover","pragmatic",0.793723246916461,0.660165131248467,67.6256547193641
"30838","clear","sal_prag",1.24813405613009,1.18484043347329,64.790852715688
"30838","clear","literal",46.0243845944023,NA,44.6400646484291
"30838","clear","pragmatic",0.0619720402845684,0.288924872711316,67.6866532255443
"30838","cover","sal_prag",-0.33645136020962,1.10502881387538,37.1795815973445
"30838","cover","literal",46.0243845944023,NA,25.310200277837
"30838","cover","pragmatic",0.589849887470585,0.815756493809545,40.0080700916487
"30838","fill","sal_prag",0.788939241969867,0.585968416210312,85.4723472712494
"30838","fill","literal",46.0243845944023,NA,57.3482778096568
"30838","fill","pragmatic",0.393482008842572,0.729086416632126,89.6088667783434
"30838","move","sal_prag",1.7114224605765,1.3729156863901,56.9391484692832
"30838","move","literal",46.0243845944023,NA,77.6360360801013
"30838","move","pragmatic",0.121708017775914,0.79399951804978,62.0875348560876
"30838","uncover","sal_prag",0.414837617503943,0.587743553613989,44.2564912710162
"30838","uncover","literal",46.0243845944023,NA,21.8171951777101
"30838","uncover","pragmatic",0.19649847207066,0.442269973247118,45.5958435798866
"31601","clear","sal_prag",1.21244242897588,0.749534261232605,66.9850014927819
"31601","clear","literal",38.6649813141231,NA,49.1511683253781
"31601","clear","pragmatic",0.244541152238902,0.0539468343949794,76.6097887706805
"31601","cover","sal_prag",1.15026006638342,1.05693722327552,62.6683798767203
"31601","cover","literal",38.6649813141231,NA,121.060180871786
"31601","cover","pragmatic",0.764329594348015,0.271752692138159,72.7335990206224
"31601","fill","sal_prag",0.934675087355759,1.11206167990722,87.8343227658228
"31601","fill","literal",38.6649813141231,NA,58.4579907869448
"31601","fill","pragmatic",0.809043545418346,0.2655446416219,93.1552885685802
"31601","move","sal_prag",1.21655762267465,0.685799012850994,107.481766607717
"31601","move","literal",38.6649813141231,NA,346.595238509404
"31601","move","pragmatic",0.848808789929668,0.76844869984686,116.399999185477
"31601","uncover","sal_prag",1.2209261107997,1.56756952920087,63.3946280206915
"31601","uncover","literal",38.6649813141231,NA,75.575066460735
"31601","uncover","pragmatic",0.168222072503261,0.685457073807004,67.6585074428879
"32385","clear","sal_prag",1.01227324545932,0.944086777197391,66.3982261175753
"32385","clear","literal",3.86716171998129,NA,55.0093845963995
"32385","clear","pragmatic",0.0813573720661665,1.17791256732349,72.3872886046019
"32385","cover","sal_prag",1.02270598210868,0.927847714632797,48.4583947305835
"32385","cover","literal",3.86716171998129,NA,35.8018701169453
"32385","cover","pragmatic",0.93086502213658,0.653002430733719,60.5420510011099
"32385","fill","sal_prag",0.92406158736643,1.45539039923288,73.9358269558299
"32385","fill","literal",3.86716171998129,NA,47.6357579672072
"32385","fill","pragmatic",0.379376388436561,1.01787958532396,76.134911353851
"32385","move","sal_prag",1.29734920507582,1.02277230276894,49.3401817252158
"32385","move","literal",3.86716171998129,NA,34.8627824098846
"32385","move","pragmatic",0.551944909351164,0.92962639963248,60.7719425775843
"32385","uncover","sal_prag",1.16844888090413,0.982310733730646,46.1527767291775
"32385","uncover","literal",3.86716171998129,NA,31.4752806516571
"32385","uncover","pragmatic",0.588260057576069,0.579015723311306,51.0354652403229
"33708","clear","sal_prag",1.57768558691199,2.00355121443568,79.9110968550366
"33708","clear","literal",3.5020621366591,NA,62.8177219598776
"33708","clear","pragmatic",0.98164488281678,0.355904281710773,82.9603754191291
"33708","cover","sal_prag",1.07175692300144,1.62640139136633,79.8870866087558
"33708","cover","literal",3.5020621366591,NA,65.4688246939838
"33708","cover","pragmatic",0.700848617496104,0.738869758511708,92.7418752431506
"33708","fill","sal_prag",0.936682231012145,1.45312140565472,78.4245339560888
"33708","fill","literal",3.5020621366591,NA,52.5452387360606
"33708","fill","pragmatic",0.0443808155958132,0.774601327848023,81.5701475491282
"33708","move","sal_prag",1.19435954196543,1.90836080217127,140.782509061028
"33708","move","literal",3.5020621366591,NA,128.279053075234
"33708","move","pragmatic",0.572748825679297,0.966727268432758,145.469296205504
"33708","uncover","sal_prag",0.9133399788016,1.07767654300144,141.466784212287
"33708","uncover","literal",3.5020621366591,NA,134.884214842908
"33708","uncover","pragmatic",0.379392744815856,0.531364610012861,148.753532570401
"35291","clear","sal_prag",-0.0382583812230653,0.388274459655552,70.8707246810479
"35291","clear","literal",50.0178135858397,NA,48.3821886170619
"35291","clear","pragmatic",0.352039984825197,0.528035359436533,72.3543578656859
"35291","cover","sal_prag",0.872278228426249,1.20497720531756,64.3824856768359
"35291","cover","literal",50.0178135858397,NA,40.959054944593
"35291","cover","pragmatic",0.915420286946404,0.926333115596138,69.7094080875554
"35291","fill","sal_prag",0.972167215610583,1.01275450668232,81.9886411533293
"35291","fill","literal",50.0178135858397,NA,53.7964435674671
"35291","fill","pragmatic",0.348546164273168,0.802244869665105,87.2895480434207
"35291","move","sal_prag",1.37673160070802,1.30361374747496,61.2514801447498
"35291","move","literal",50.0178135858397,NA,89.7904319092629
"35291","move","pragmatic",0.66835457899527,0.753136303022511,76.5620720546174
"35291","uncover","sal_prag",1.54106550694553,2.78776751013122,67.0859714309441
"35291","uncover","literal",50.0178135858397,NA,43.9866109490096
"35291","uncover","pragmatic",1.40017415679594,14.8963401418489,72.8581714975971
"36088","clear","sal_prag",-1.02301831658197,3.13897731489847e-07,46.1116441644663
"36088","clear","literal",40.1648883984342,NA,33.6426477551293
"36088","clear","pragmatic",0.277663739417199,0.114254976125501,50.770218361304
"36088","cover","sal_prag",0.606161788747273,0.750119446741405,75.9376387781527
"36088","cover","literal",40.1648883984342,NA,51.8588557540243
"36088","cover","pragmatic",0.813175569388972,0.145093706804405,78.3710521512043
"36088","fill","sal_prag",0.885977850697156,0.715048697356544,78.8520837891679
"36088","fill","literal",40.1648883984342,NA,93.7859365281101
"36088","fill","pragmatic",0.695339514387903,0.657096538571015,83.4662793834184
"36088","move","sal_prag",1.36939314429209,1.05966055249975,49.9799175498356
"36088","move","literal",40.1648883984342,NA,31.2752502723376
"36088","move","pragmatic",0.265275437106356,0.684116100514525,61.6721248100366
"36088","uncover","sal_prag",1.04135273440706,1.01911794024825,65.6821336766004
"36088","uncover","literal",40.1648883984342,NA,43.1489690023719
"36088","uncover","pragmatic",0.289926204584224,0.431080204843247,74.1353066535934
"36524","clear","sal_prag",1.67684630947392,1.36015987151604,63.9268013475987
"36524","clear","literal",43.5947615428762,NA,46.569199962747
"36524","clear","pragmatic",0.846386845283629,0.735515680528176,67.1970662099457
"36524","cover","sal_prag",1.05438835184855,0.698380013752752,51.5685493011388
"36524","cover","literal",43.5947615428762,NA,42.6140578180858
"36524","cover","pragmatic",0.0741743055231597,0.161404475118278,67.3488635655361
"36524","fill","sal_prag",0.791131895101288,5.55772949925712,171.210823929599
"36524","fill","literal",43.5947615428762,NA,153.001736416967
"36524","fill","pragmatic",0.202004566260678,0.850003166720684,180.636370645109
"36524","move","sal_prag",0.963548502658127,0.950553499794729,79.3483932435062
"36524","move","literal",43.5947615428762,NA,133.956521997555
"36524","move","pragmatic",0.173401510114564,0.300843029699443,83.2565194638153
"36524","uncover","sal_prag",1.03196648143925,1.15424548948482,49.2852720665038
"36524","uncover","literal",43.5947615428762,NA,26.3531438946563
"36524","uncover","pragmatic",0.214381199735932,0.463744847112157,51.1442252367144
"36961","clear","sal_prag",1.47821896164502,1.41690539850614,59.3714843966671
"36961","clear","literal",36.4872800917171,NA,43.2300537606919
"36961","clear","pragmatic",0.877694012023789,0.832764263724241,66.7795567034481
"36961","cover","sal_prag",0.640255435752137,0.62682232845834,32.4297003409726
"36961","cover","literal",36.4872800917171,NA,19.2218611852028
"36961","cover","pragmatic",0.964720177114319,0.0986130197619063,33.485600244335
"36961","fill","sal_prag",0.741765852455064,1.47229459507819,84.3203510113796
"36961","fill","literal",36.4872800917171,NA,53.6676540920305
"36961","fill","pragmatic",0.54391435217246,0.17873053165887,87.2434663710215
"36961","move","sal_prag",0.977638865914115,0.663952101795706,67.8684965307312
"36961","move","literal",36.4872800917171,NA,80.7616396237898
"36961","move","pragmatic",0.694609063427962,0.851782703478388,71.5318519226088
"36961","uncover","sal_prag",0.988886616566861,0.859542937424478,49.124655787334
"36961","uncover","literal",36.4872800917171,NA,30.7850892068794
"36961","uncover","pragmatic",1.11725377782608,11.6812913078202,52.7189637507762
"37196","clear","sal_prag",1.19342064095743,1.85668706320783,75.24561940749
